"","V1","V2","V3"
"1",0.1,0.20507885278269,0.00994930451482964
"2",0.2,0.213831102727404,0.0136456506588776
"3",0.3,0.21911327045796,0.0146918383387412
"4",0.4,0.22213074721822,0.0139832228063043
"5",0.5,0.232798277825693,0.0146536707259255
"6",0.6,0.236383811256084,0.0155248814631845
"7",0.7,0.24799024946434,0.0165115830382728
"8",0.8,0.249021098699281,0.0179204246160474
"9",0.9,0.258267952160073,0.020325228287834
"10",1,0.262527768937011,0.0169005683794849
