"","V1","V2","V3"
"1",10,0.486261111111111,0.0179531003969114
"2",20,0.363409575074049,0.0170402393120184
"3",30,0.307899938886146,0.0143289380435854
"4",40,0.273994867525637,0.0129642504436366
"5",50,0.249938557983966,0.0111954936724472
"6",60,0.235132310007946,0.012676622034062
"7",70,0.223304307715789,0.0093714813890124
"8",80,0.210802358403675,0.00957665364242067
"9",90,0.204141541703451,0.01004155862635
"10",100,0.197608968296257,0.00893025471114847
