"","V1","V2","V3"
"1",10,0.488134391534392,0.0210804612399065
"2",20,0.363110778841042,0.0171318961345408
"3",30,0.305044902479385,0.0130039063940933
"4",40,0.275186364241172,0.0142814040634168
"5",50,0.25206908701276,0.0117473699289209
"6",60,0.234790720637418,0.011767760474181
"7",70,0.222137579160917,0.0117428423667207
"8",80,0.212636989580383,0.0114386806758166
"9",90,0.205397052086653,0.00988072695186764
"10",100,0.196445939805019,0.00914044486664936
