"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1",0.75,0.641666666666667,0.517261904761905,0.457242063492063,0.277755982443482,0.235093845372591,0.217575856654231,0.184925318910038,0.200962289077043,0.160609289506972,0.21269297761722,0.141905726394492,0.11914312467832,0.119226322394954,0.10875112530259,0.120628491147025,0.128081206812314,0.100081134539029,0.105337703390192,0.0970965481466746,0.158054486165785,0.0938870263550596,0.10797681645784,0.158054486165785,0.12022392058489,0.0877100979058418,0.0861211141303326,0.0826113703455542,0.0772726130408343,0.0984074730939132,0.0776536249643857,0.0770482510798633,0.0762727674457897,0.0773972437430569,0.0856475152522034,0.075937505863471,0.0790995553664187,0.075937505863471,0.0776536249643857,0.0767042827423632
"2",1,0.55952380952381,0.4875,0.423051948051948,0.342228835978836,0.263138332658037,0.29469301862159,0.182023130410583,0.179098919042528,0.142348987257122,0.210530254861056,0.25194676970539,0.239367000979904,0.128598661511776,0.132805259642618,0.234890291989595,0.132291212847554,0.103382982215145,0.0890518774603337,0.10435746404217,0.113468128963242,0.104867785561396,0.091128778948399,0.116369062902012,0.121437964132658,0.0799066758025368,0.0809314248768299,0.085925882450859,0.0835639692365772,0.0791568496577983,0.0802434488070076,0.0799544019979195,0.0785955221914477,0.0772726130408343,0.075937505863471,0.075937505863471,0.0807520934649355,0.075937505863471,0.075937505863471,0.075937505863471
"3",0.833333333333333,0.55952380952381,0.416666666666667,0.517261904761905,0.302940246146768,0.27798847690152,0.228811028543649,0.184314574525762,0.16232618170435,0.206988322674597,0.299314004708742,0.144025359431522,0.228647809471673,0.134667573974834,0.117809027568648,0.133413560147984,0.10170916804565,0.0943019574376642,0.09951546265729,0.174883369070949,0.118573370228144,0.0961059811421237,0.121437964132658,0.0951758410351878,0.0825993558664758,0.127720364666987,0.0940636662833126,0.094795938115801,0.0826113703455542,0.0865470888696048,0.0791568496577983,0.0816447040971241,0.0971271760833895,0.0984074730939132,0.0762727674457897,0.075937505863471,0.08058642590676,0.075937505863471,0.0851905706598441,0.0790995553664187
"4",0.833333333333333,0.575396825396825,0.605555555555556,0.446336996336996,0.379187016687017,0.273708754208754,0.362926587301587,0.214182226249534,0.159984152358006,0.219721460788534,0.203099966727786,0.164036357891368,0.122062064222577,0.121867966940751,0.108699504388886,0.140638086051202,0.112401626977463,0.117973115616296,0.102467283175394,0.0883245789090897,0.148787428580124,0.0915577704129296,0.104293361585211,0.0851905706598441,0.0892612096116285,0.0952329492841412,0.0839081733727727,0.0940636662833126,0.0816601690297481,0.0899830769226157,0.0851905706598441,0.0926760345315805,0.0827574556168169,0.0791568496577983,0.0851905706598441,0.0796998062107336,0.0813662364964566,0.075937505863471,0.0851905706598441,0.0785955221914477
"5",0.833333333333333,0.55952380952381,0.4875,0.391529304029304,0.290503968253968,0.530952380952381,0.245792743411791,0.219700360580463,0.155204497108692,0.299314004708742,0.189971191948746,0.142037064591137,0.126545042234725,0.231880404541695,0.108401314513236,0.152750491342276,0.118594759967487,0.152366959242907,0.158054486165785,0.0944779313565666,0.0873871683493945,0.103819322038469,0.0872523957914541,0.10797681645784,0.0830947402940741,0.0911694527604872,0.0971218321303824,0.0809342885122598,0.0822755338043135,0.0767603986776168,0.0773972437430569,0.0840320324868275,0.0866612081209927,0.0762727674457897,0.0865470888696048,0.0851905706598441,0.0767042827423632,0.0780331129105715,0.075937505863471,0.075937505863471
"6",0.833333333333333,0.641666666666667,0.58,0.375303454715219,0.400571188071188,0.530952380952381,0.250782748997035,0.247677547320404,0.200417228066668,0.183880491016896,0.172847411768658,0.124392669909997,0.1454152779331,0.188614965597063,0.10896670886705,0.104274464103212,0.109991756851779,0.0968715222390535,0.200020360918946,0.112864721225737,0.0989197186855054,0.0980755840834468,0.0878858760542621,0.0829671476412019,0.0903926748166982,0.0816367156362659,0.0927021158047189,0.078961816608219,0.0807520934649355,0.0843994903691077,0.0809314248768299,0.0971271760833895,0.075937505863471,0.0804413824424115,0.075937505863471,0.075937505863471,0.0798914150613763,0.0807520934649355,0.089457191636198,0.075937505863471
"7",0.833333333333333,0.55952380952381,0.4875,0.353115079365079,0.47526455026455,0.313680691131672,0.196837126384985,0.225030502560867,0.348869047619048,0.208027685441914,0.210207199177787,0.22644484273896,0.118556271537314,0.147959640312311,0.148515228271595,0.13496945462089,0.131769368649438,0.108417075022258,0.200020360918946,0.103819322038469,0.095944443881054,0.11545652612886,0.0904338588073849,0.104867785561396,0.0889958476491273,0.0876990909905212,0.078961816608219,0.0880193505936493,0.0826444573958166,0.091128778948399,0.0760758243553763,0.0773972437430569,0.0780086410884616,0.0807520934649355,0.075937505863471,0.075937505863471,0.075937505863471,0.0791568496577983,0.0767603986776168,0.075937505863471
"8",0.833333333333333,0.520833333333333,0.416666666666667,0.457242063492063,0.283835300501967,0.257886594592944,0.240667213678577,0.237446363000798,0.186527520732314,0.328393175451999,0.186057870689078,0.275725150453411,0.242932533622189,0.136325072279504,0.177994796352485,0.158054486165785,0.172761065213695,0.0981068114410268,0.127720364666987,0.0973842406192045,0.108003673514307,0.124339968102285,0.0884676507512104,0.0899830769226157,0.0865774084280902,0.0844227509525905,0.0837027877531767,0.0882385353327451,0.0817486509649833,0.0778235046106354,0.0866612081209927,0.0866055520254469,0.0792015678322236,0.0776536249643857,0.0827574556168169,0.075937505863471,0.0807520934649355,0.0780331129105715,0.075937505863471,0.075937505863471
"9",1,0.641666666666667,0.454444444444444,0.421601731601732,0.292594030365769,0.400721500721501,0.246126931816587,0.212493893106138,0.261434181203412,0.153791060856285,0.150154204082416,0.143636039197023,0.128642137826215,0.178555609204618,0.108029538271141,0.107154299736232,0.188337295204497,0.101421061831473,0.133413560147984,0.105342212935439,0.0940636662833126,0.0891980272918226,0.112058811122113,0.103751617098484,0.0940636662833126,0.103819322038469,0.0911433097502757,0.0796358444238143,0.0851905706598441,0.0866612081209927,0.0791568496577983,0.0845717762813279,0.0866055520254469,0.075937505863471,0.0884676507512104,0.0792015678322236,0.075937505863471,0.0827574556168169,0.075937505863471,0.075937505863471
"10",0.7,0.55952380952381,0.41007326007326,0.404617604617605,0.340188492063492,0.288971162785392,0.240330918029782,0.261434181203412,0.228647809471673,0.164310010386565,0.204367519102213,0.178276235924217,0.144113070635375,0.172761065213695,0.11731364470549,0.136156282845464,0.210207199177787,0.141620613747408,0.0977141894617049,0.0884325815185436,0.0954335498753986,0.104446395566699,0.0942120036440307,0.0865774084280902,0.0811785775915593,0.121437964132658,0.0834118028584904,0.084808962000293,0.0795288876009484,0.0796184227181771,0.0834118028584904,0.0762727674457897,0.0780331129105715,0.0795288876009484,0.075937505863471,0.075937505863471,0.0773972437430569,0.075937505863471,0.075937505863471,0.075937505863471
"11",1,0.6,0.441452991452991,0.337291280148423,0.332306255835668,0.261272145221725,0.214032903660563,0.191368515885636,0.167064299483352,0.144293761951257,0.299314004708742,0.134384122255395,0.122903349594173,0.119977197675287,0.249192086798924,0.158879978171406,0.107154299736232,0.140499339098847,0.112864721225737,0.0930497261927951,0.100919890913618,0.0833417424829382,0.100634889048013,0.0826444573958166,0.083910398409533,0.0843446135463943,0.0817486509649833,0.0855864562620914,0.0769030828714337,0.0763233817223529,0.0809103117091953,0.0814779263985081,0.0851905706598441,0.0767042827423632,0.075937505863471,0.0984074730939132,0.075937505863471,0.0767603986776168,0.075937505863471,0.075937505863471
"12",0.833333333333333,0.55952380952381,0.458148148148148,0.408928571428571,0.324198568316215,0.297864357864358,0.245110866145349,0.165436520061988,0.193616083279631,0.151178294819153,0.231880404541695,0.231880404541695,0.17219257431796,0.145686780755048,0.137380060325163,0.114762042204105,0.118594759967487,0.129849537434862,0.0918370533012123,0.101075934031284,0.104711041751907,0.0841958984687176,0.0851905706598441,0.0831212326578507,0.101075934031284,0.0971218321303824,0.0839951572916726,0.0917614105025445,0.08058642590676,0.104867785561396,0.0832899403783213,0.0977141894617049,0.0773972437430569,0.0866612081209927,0.0827574556168169,0.0791568496577983,0.0762727674457897,0.0781334723388307,0.075937505863471,0.075937505863471
"13",0.833333333333333,0.55952380952381,0.480555555555556,0.58,0.251308321308321,0.248515712682379,0.199274004389094,0.179162420229577,0.348869047619048,0.150452705456302,0.265865382480767,0.299314004708742,0.118001156780604,0.214235200730505,0.133123352078266,0.192307448973555,0.149160624890654,0.101473809348525,0.0935898745505189,0.136579407905309,0.12022392058489,0.0902376749428245,0.0877388132202346,0.0812802016168485,0.0922525634395141,0.0905274042562756,0.091128778948399,0.0810522207866152,0.0789379201663107,0.0814779263985081,0.0866055520254469,0.0816482201351442,0.0776536249643857,0.0790995553664187,0.0762727674457897,0.075937505863471,0.075937505863471,0.0780331129105715,0.075937505863471,0.075937505863471
"14",0.7,0.505555555555556,0.408058608058608,0.324556776556777,0.364590964590965,0.204674416492598,0.266689608157862,0.19127640647827,0.165033178076122,0.143875260922962,0.137970510764142,0.188500817857251,0.133791863043227,0.117961558980406,0.121685346965435,0.117953554153751,0.0963566117693725,0.101821578268034,0.103819322038469,0.0976549569856624,0.093238200273612,0.0864175428417542,0.0867694360991355,0.0812581522249412,0.112058811122113,0.0887281543622412,0.0820733219801902,0.0861211141303326,0.0790995553664187,0.0853926158752532,0.0773972437430569,0.0763233817223529,0.0806481258941834,0.0804413824424115,0.075937505863471,0.0791568496577983,0.075937505863471,0.08058642590676,0.075937505863471,0.075937505863471
