"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,379397
"2","ABI",32.4106481466667,-99.68111111,11527
"3","ABQ",35.040000002,-106.608277778,3277953
"4","ABY",31.53388889,-84.195277775,38253
"5","ACK",41.253777782,-70.060055556,26174
"6","ACT",31.611805555,-97.229444445,51595
"7","ACV",40.978101855,-124.108287035,11206
"8","ACY",39.456944445,-74.57777778,174442
"9","AEX",31.325833335,-92.547777775,14147
"10","AGC",40.3545370333333,-79.9298148166667,30
"11","AGS",33.3694444466667,-81.96444444,152856
"12","AKO",40.17555556,-103.22208333,456
"13","ALB",42.7475,-73.80361111,803067
"14","ALM",32.8399999983333,-105.990370371667,3001
"15","ALO",42.556527775,-92.4,32092
"16","ALS",37.435333334,-105.867111114,4204
"17","ALW",46.094944444,-118.28811111,23177
"18","AMA",35.2246296266667,-101.71657407,444572
"19","APF",26.152444444,-81.775611112,28735
"20","ART",43.991722218,-76.020277778,2446
"21","ASE",39.222833334,-106.868666666,200858
"22","ATL",33.6384523814286,-84.4276190485714,28990534
"23","ATW",44.258000004,-88.519333336,130133
"24","AUS",30.24625,-97.685694445,2823013
"25","AVL",35.43522222,-82.54211111,197607
"26","AVP",41.33861111,-75.72383333,192180
"27","AZO",42.235416665,-85.55263889,160807
"28","BDL",41.938703705,-72.683287035,2517910
"29","BDR",41.16375,-73.125277775,9678
"30","BED",42.470166666,-71.289222224,NA
"31","BFD",41.80263889,-78.63972222,13821
"32","BFF",41.87490741,-103.59925926,10458
"33","BFI",47.529444445,-122.30069444,NA
"34","BFL",35.4325,-119.055555556667,41537
"35","BFP",40.77236111,-80.39125,NA
"36","BGM",42.207055554,-75.97761111,87118
"37","BGR",44.80763889,-68.82791667,156874
"38","BGS",32.21347222,-101.523333335,NA
"39","BHM",33.5632638925,-86.754722225,1306701
"40","BIL",45.8075,-108.543055556667,281810
"41","BIS",46.775833335,-100.749166665,110670
"42","BLI",48.79361111,-122.53611111,90734
"43","BMI",40.47958333,-88.921666665,50674
"44","BNA",36.125555555,-86.68,3245514
"45","BOI",43.56486111,-116.22388889,1209725
"46","BOS",42.363333335,-71.00625,10025798
"47","BPT",29.95083333,-94.02013889,97859
"48","BQK",31.2589814833333,-81.46638889,18423
"49","BQN",18.4951851833333,-67.1296296266667,77446
"50","BRL",40.78472222,-91.124444445,12160
"51","BRO",25.907444442,-97.426444444,72783
"52","BTM",45.952916665,-112.495694445,9584
"53","BTR",30.53266667,-91.150111112,380140
"54","BTV",44.47236111,-73.153194445,282064
"55","BUF",42.9406481516667,-78.7324074083333,1301946
"56","BUR",34.2001851866667,-118.358055556667,2357869
"57","BWI",39.175444444,-76.668888888,5731407
"58","BZN",45.778,-111.153111108,190624
"59","CAE",33.9386111133333,-81.1181481466667,506231
"60","CAK",40.914444445,-81.44263889,129265
"61","CBE",39.6150925933333,-78.7627777766667,9208
"62","CEZ",37.30291667,-108.62763889,7954
"63","CGI",37.224444445,-89.57125,3302
"64","CHA",35.035833335,-85.20361111,175107
"65","CHO",38.13961111,-78.452611112,2844
"66","CHS",32.89888889,-80.039722225,633507
"67","CID",41.8845370333333,-91.7076851833333,327230
"68","CKB",39.296888892,-80.228111112,18272
"69","CLD",33.1285185166667,-117.279814813333,10495
"70","CLE",41.409722218,-81.853777776,5073873
"71","CLL",30.589027775,-96.364166665,85198
"72","CLM",48.119583335,-123.496666665,25894
"73","CLT",35.2155555566667,-80.9426851866667,9830053
"74","CMH",39.9963425916667,-82.8898148116667,3080670
"75","CMI",40.039305555,-88.27875,84883
"76","CNM",32.33736111,-104.263055555,9987
"77","COD",44.518055555,-109.025694445,13111
"78","COS",38.80736111,-104.705,2413918
"79","COU",38.816833334,-92.218944446,32799
"80","CPR",42.907277778,-106.46372222,26964
"81","CRP",27.77100694375,-97.50152777625,467231
"82","CRW",38.37388889,-81.59305556,131790
"83","CSG",32.516333334,-84.93888889,75025
"84","CVG",39.048333335,-84.668194445,6955905
"85","CVN",34.4262500016667,-103.078379631667,3742
"86","CWA",44.77986111,-89.66291667,58722
"87","CYS",41.155694445,-104.81138889,18635
"88","DAB",29.1816666666667,-81.05453704,377818
"89","DAL",32.8470370333333,-96.85212963,3531189
"90","DAY",39.901666665,-84.21972222,818485
"91","DBQ",42.40597222,-90.710138885,15916
"92","DCA",38.851666666,-77.037611112,6695209
"93","DDC",37.762361115,-99.96527778,NA
"94","DEC",39.834305555,-88.867083335,19371
