"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,346326
"2","ABI",32.4106481466667,-99.68111111,21682
"3","ABQ",35.040000002,-106.608277778,2928676
"4","ABY",31.53388889,-84.195277775,36983
"5","ACK",41.253777782,-70.060055556,29218
"6","ACT",31.611805555,-97.229444445,21445
"7","ACV",40.978101855,-124.108287035,5781
"8","ACY",39.456944445,-74.57777778,149147
"9","AGS",33.3694444466667,-81.96444444,189322
"10","AKO",40.17555556,-103.22208333,551
"11","ALB",42.7475,-73.80361111,846163
"12","ALO",42.556527775,-92.4,32493
"13","ALW",46.094944444,-118.28811111,23068
"14","AMA",35.2246296266667,-101.71657407,440805
"15","APF",26.152444444,-81.775611112,10968
"16","ASE",39.222833334,-106.868666666,185422
"17","AST",46.15888889,-123.879305555,3961
"18","ATL",33.6384523814286,-84.4276190485714,24497898
"19","ATW",44.258000004,-88.519333336,120857
"20","AUS",30.24625,-97.685694445,2496582
"21","AVL",35.43522222,-82.54211111,256317
"22","AVP",41.33861111,-75.72383333,168230
"23","AZO",42.235416665,-85.55263889,190337
"24","BDL",41.938703705,-72.683287035,2154805
"25","BDR",41.16375,-73.125277775,5244
"26","BFF",41.87490741,-103.59925926,466
"27","BFI",47.529444445,-122.30069444,859
"28","BFL",35.4325,-119.055555556667,36337
"29","BGM",42.207055554,-75.97761111,77941
"30","BGR",44.80763889,-68.82791667,153497
"31","BHC",35.16333333,-114.56444444,25013
"32","BHM",33.5632638925,-86.754722225,1042617
"33","BIL",45.8075,-108.543055556667,287155
"34","BIS",46.775833335,-100.749166665,113321
"35","BLI",48.79361111,-122.53611111,76921
"36","BMI",40.47958333,-88.921666665,54747
"37","BNA",36.125555555,-86.68,3495384
"38","BOI",43.56486111,-116.22388889,890642
"39","BOS",42.363333335,-71.00625,9799202
"40","BPT",29.95083333,-94.02013889,59501
"41","BQK",31.2589814833333,-81.46638889,21369
"42","BQN",18.4951851833333,-67.1296296266667,121909
"43","BRL",40.78472222,-91.124444445,21240
"44","BRO",25.907444442,-97.426444444,61130
"45","BTM",45.952916665,-112.495694445,14875
"46","BTR",30.53266667,-91.150111112,297865
"47","BTV",44.47236111,-73.153194445,265256
"48","BUF",42.9406481516667,-78.7324074083333,1603686
"49","BUR",34.2001851866667,-118.358055556667,2356449
"50","BWI",39.175444444,-76.668888888,5351640
"51","BZN",45.778,-111.153111108,166144
"52","CAE",33.9386111133333,-81.1181481466667,503026
"53","CAK",40.914444445,-81.44263889,126447
"54","CGI",37.224444445,-89.57125,6166
"55","CGX",41.85888889,-87.60833333,6788
"56","CHA",35.035833335,-85.20361111,209821
"57","CHS",32.89888889,-80.039722225,840555
"58","CID",41.8845370333333,-91.7076851833333,334152
"59","CLE",41.409722218,-81.853777776,4633896
"60","CLL",30.589027775,-96.364166665,55831
"61","CLM",48.119583335,-123.496666665,27379
"62","CLT",35.2155555566667,-80.9426851866667,9250390
"63","CMH",39.9963425916667,-82.8898148116667,2571800
"64","CMI",40.039305555,-88.27875,83411
"65","COD",44.518055555,-109.025694445,4007
"66","COE",47.77472222,-116.81861111,4307
"67","COS",38.80736111,-104.705,742063
"68","COU",38.816833334,-92.218944446,34761
"69","CPR",42.907277778,-106.46372222,4713
"70","CRP",27.77100694375,-97.50152777625,456239
"71","CRW",38.37388889,-81.59305556,160513
"72","CSG",32.516333334,-84.93888889,89207
"73","CVG",39.048333335,-84.668194445,5196544
"74","CWA",44.77986111,-89.66291667,66235
"75","CYS",41.155694445,-104.81138889,801
"76","DAB",29.1816666666667,-81.05453704,382293
"77","DAL",32.8470370333333,-96.85212963,3402320
"78","DAY",39.901666665,-84.21972222,1159529
"79","DBQ",42.40597222,-90.710138885,30657
"80","DCA",38.851666666,-77.037611112,6924793
"81","DEC",39.834305555,-88.867083335,31971
"82","DEN",39.818055555,-104.77638889,14523518
"83","DFW",32.896527775,-97.037083335,23547730
"84","DHN",31.320555555,-85.448888885,46669
"85","DLH",46.8421296266667,-92.1925925933333,98804
"86","DRO",37.1550925933333,-107.749074073333,1103
"87","DSM",41.5339814833333,-93.6590740766667,593894
"88","DTW",42.214583335,-83.348888885,10859842
"89","EAT",47.398722224,-120.206666664,41314
"90","EAU",44.8649074033333,-91.4862037033333,511
"91","EGE",39.642944446,-106.92211111,63203
"92","EKO",40.824777778,-115.791166668,93127
"93","ELM",42.160055554,-76.8925,66925
"94","ELP",31.80711111,-106.377,1867052
"95","ENV",40.71861111,-114.030555554,1000
"96","ERI",42.0816666666667,-80.1762037033333,89298
"97","ESF",31.39513889,-92.296527775,39776
"98","EUG",44.122638885,-123.21472222,302878
"99","EVV",38.03861111,-87.5306481466667,130066
"100","EWR",40.694166665,-74.17013889,10995011
"101","EYW",24.555833335,-81.75958333,8476
"102","FAL",26.58333333,-99.13333333,NA
"103","FAR",46.9172222266667,-96.81509259,178694
"104","FAT",36.77638889,-119.718134921429,247191
"105","FAY",34.99125,-78.88027778,167538
"106","FCA",48.31166667,-114.25361111,102383
"107","FLL",26.072453705,-80.1516203716667,4398350
"108","FLO",34.187083335,-79.724166665,20096
"109","FMN",36.74125,-108.229583335,50
"110","FNL",40.4509259233333,-105.01101852,628
"111","FNT",42.965777782,-83.743666666,37097
"112","FOD",42.551805555,-94.19083333,550
"113","FOE",38.951166664,-95.663388888,1105
"114","FSD",43.580416665,-96.741388885,241557
"115","FSM",35.33666667,-94.3675,38729
"116","FWA",40.97833333,-85.189861115,258233
"117","FYV",36.0045370366667,-94.1700925933333,111336
"118","GCK",37.92824074,-100.72796296,198
"119","GEG",47.619583335,-117.53402778,1296376
"120","GFA",47.50486111,-111.18722222,NA
"121","GFK",47.94958333,-97.17625,86324
"122","GGG",32.38527778,-94.713333335,29505
"123","GJT",39.120555555,-108.52027778,8304
"124","GLH",33.483111112,-90.985444448,NA
"125","GNV",29.68986111,-82.27375,131703
"126","GPT",30.406666665,-89.07013889,35212
"127","GRB",44.485388888,-88.129888888,231928
"128","GRI",40.96736111,-98.308194445,974
"129","GRK",31.06597222,-97.828194445,45
"130","GRR",42.8810185166667,-85.5237037066667,688036
"131","GSO",36.096666665,-79.941944445,1808227
"132","GSP",34.89777778,-82.2155555566667,647863
"133","GTF",47.483111112,-111.369722224,122991
"134","GTR",33.449305555,-88.59138889,25582
"135","GUC",38.53411111,-106.93366667,24888
"136","GYY",41.617055556,-87.414,1100
"137","HDN",40.48138889,-107.21888889,51233
"138","HLN",46.606777778,-111.982833332,58857
"139","HOU",29.64527778,-95.27875,3907664
