"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","1B1",42.29013889,-73.71027778,4
"2","1G4",35.988194445,-113.816666665,61298
"3","6B0",43.98513889,-73.095694445,1
"4","ABE",40.65272222,-75.440000002,347283
"5","ABI",32.4106481466667,-99.68111111,74512
"6","ABQ",35.040000002,-106.608277778,2628563
"7","ABR",45.4482870383333,-98.422175925,24763
"8","ABY",31.53388889,-84.195277775,33441
"9","ACK",41.253777782,-70.060055556,178393
"10","ACT",31.611805555,-97.229444445,59687
"11","ACV",40.978101855,-124.108287035,61697
"12","ACY",39.456944445,-74.57777778,657305
"13","ADS",32.96847222,-96.83625,7
"14","ADW",38.81083333,-76.866999996,1060
"15","AEX",31.325833335,-92.547777775,146404
"16","AFK",40.6062962983333,-95.86689815,2
"17","AFW",32.9884126985714,-97.31892857,1243
"18","AGC",40.3545370333333,-79.9298148166667,93
"19","AGS",33.3694444466667,-81.96444444,271028
"20","AHN",33.948555554,-83.326277776,1165
"21","AIA",42.052999998,-102.804333334,1592
"22","AID",40.10861111,-85.61305556,8
"23","AIK",33.64972222,-81.68486111,25
"24","ALB",42.7475,-73.80361111,1217806
"25","ALM",32.8399999983333,-105.990370371667,88
"26","ALO",42.556527775,-92.4,19294
"27","ALS",37.435333334,-105.867111114,6949
"28","ALW",46.094944444,-118.28811111,31825
"29","AMA",35.2246296266667,-101.71657407,389134
"30","ANB",33.588500004,-85.857611114,524
"31","AND",34.494027775,-82.70972222,251
"32","ANP",38.94277778,-76.56861111,9
"33","AOO",40.296805555,-78.32,3234
"34","APA",39.571458335,-104.84861111,16
"35","APC",38.21263889,-122.28027778,18
"36","APF",26.152444444,-81.775611112,6
"37","APN",45.079861115,-83.558055555,12861
"38","ARA",30.0376851866667,-91.88388889,813
"39","ARB",42.22291667,-83.745,2
"40","ART",43.991722218,-76.020277778,16969
"41","ASE",39.222833334,-106.868666666,214197
"42","ASH",42.78101852,-71.5127777766667,1
"43","ATL",33.6384523814286,-84.4276190485714,40855750
"44","ATW",44.258000004,-88.519333336,229049
"45","ATY",44.9105555566667,-97.1543518533333,6210
"46","AUG",44.31930556,-69.796944445,4624
"47","AUO",32.61513889,-85.432916665,30
"48","AUS",30.24625,-97.685694445,4589416
"49","AUZ",41.771388885,-88.47416667,9
"50","AVL",35.43522222,-82.54211111,318263
"51","AVP",41.33861111,-75.72383333,220741
"52","AVW",32.409305555,-111.218194445,2
"53","AXX",36.42125,-105.28972222,4
"54","AZ1",35.650694445,-112.14805556,4
"55","AZ2",35.30388889,-112.194305555,57
"56","AZ3",33.52708333,-112.29527778,9
"57","AZ5",34.1256481466667,-109.31083333,NA
"58","AZA",33.30777778,-111.65555556,722390
"59","AZO",42.235416665,-85.55263889,127512
"60","BAF",42.158444448,-72.715944442,94
"61","BBX",40.1369444466667,-75.26675926,19
"62","BCE",37.70638889,-112.145277775,78
"63","BDL",41.938703705,-72.683287035,2623380
"64","BDR",41.16375,-73.125277775,113
"65","BED",42.470166666,-71.289222224,8057
"66","BEH",42.128444444,-86.427555554,9
"67","BFD",41.80263889,-78.63972222,2306
"68","BFF",41.87490741,-103.59925926,9599
"69","BFI",47.529444445,-122.30069444,20206
"70","BFK",39.70166667,-104.75166667,37
"71","BFL",35.4325,-119.055555556667,151978
"72","BFM",30.62652778,-88.06805556,833
"73","BFT",32.41208333,-80.63458333,NA
"74","BGM",42.207055554,-75.97761111,105483
"75","BGR",44.80763889,-68.82791667,228427
"76","BHB",44.449305555,-68.36166667,8774
"77","BHM",33.5632638925,-86.754722225,1411658
"78","BID",41.167361115,-71.578472225,10643
"79","BIF",31.84944444,-106.37972222,1334
"80","BIL",45.8075,-108.543055556667,439916
"81","BIS",46.775833335,-100.749166665,238905
"82","BJC",39.90888889,-105.11722222,224
"83","BJI",47.5098611075,-94.934166665,22374
"84","BKG",36.53194444,-93.20055556,109919
"85","BKL",41.5175,-81.68311111,1625
"86","BKW",37.78458333,-81.12416667,2533
"87","BLD",35.947444444,-114.861055556,81946
"88","BLI",48.79361111,-122.53611111,516671
"89","BLM",40.18666667,-74.12472222,34
"90","BLV",38.54402778,-89.843194445,1961
"91","BMG",39.1420370366667,-86.61537037,1850
"92","BMI",40.47958333,-88.921666665,239852
"93","BNA",36.125555555,-86.68,4774177
"94","BOI",43.56486111,-116.22388889,1304428
"95","BOS",42.363333335,-71.00625,12262345
"96","BPT",29.95083333,-94.02013889,5569
"97","BQK",31.2589814833333,-81.46638889,31284
"98","BQN",18.4951851833333,-67.1296296266667,211263
"99","BRD",46.4011904771429,-94.1355555571429,15629
"100","BRL",40.78472222,-91.124444445,7879
"101","BRO",25.907444442,-97.426444444,81241
"102","BTL",42.30777778,-85.24888889,2
"103","BTM",45.952916665,-112.495694445,20895
"104","BTR",30.53266667,-91.150111112,405895
"105","BTV",44.47236111,-73.153194445,613485
"106","BUF",42.9406481516667,-78.7324074083333,2591253
"107","BUR",34.2001851866667,-118.358055556667,2026696
"108","BVY",42.584000002,-70.916,47
"109","BWG",36.96333333,-86.42097222,742
"110","BWI",39.175444444,-76.668888888,10843622
"111","BZN",45.778,-111.153111108,433736
"112","C01",34.21375,-119.09444444,NA
"113","CAE",33.9386111133333,-81.1181481466667,482810
"114","CAK",40.914444445,-81.44263889,909755
"115","CDC",37.701666665,-113.0975,15781
"116","CDR",42.83625,-103.09652778,2037
"117","CDW",40.87541667,-74.28138889,8
"118","CEC",41.78013889,-124.23625,12541
"119","CEF",42.195833335,-72.53263889,1206
"120","CEU",34.672555552,-82.887166664,NA
"121","CEZ",37.30291667,-108.62763889,7541
"122","CGF",41.56513889,-81.48652778,NA
"123","CGI",37.224444445,-89.57125,6226
"124","CHA",35.035833335,-85.20361111,313365
"125","CHO",38.13961111,-78.452611112,229794
"126","CHS",32.89888889,-80.039722225,1283081
"127","CIC",39.795555555,-121.8575,19267
"128","CID",41.8845370333333,-91.7076851833333,491608
"129","CIU",46.246388885,-84.469305555,19780
"130","CKB",39.296888892,-80.228111112,8918
"131","CLD",33.1285185166667,-117.279814813333,48317
"132","CLE",41.409722218,-81.853777776,4228483
"133","CLL",30.589027775,-96.364166665,70270
"134","CLM",48.119583335,-123.496666665,5645
"135","CLT",35.2155555566667,-80.9426851866667,18580921
"136","CMH",39.9963425916667,-82.8898148116667,3085376
"137","CMI",40.039305555,-88.27875,86190
"138","CMX",47.168055555,-88.48777778,25535
"139","CNM",32.33736111,-104.263055555,2776
"140","CNY",38.75722222,-109.750416665,4027
"141","COD",44.518055555,-109.025694445,28532
"142","COE",47.77472222,-116.81861111,NA
"143","CON",43.203055555,-71.50222222,37
"144","COS",38.80736111,-104.705,823929
"145","COU",38.816833334,-92.218944446,41158
"146","CPR",42.907277778,-106.46372222,87988
"147","CPS",38.57138889,-90.15722222,190
"148","CPX",18.312944446,-65.304222222,9429
"149","CRP",27.77100694375,-97.50152777625,313782
"150","CRW",38.37388889,-81.59305556,272236
"151","CSG",32.516333334,-84.93888889,72173
"152","CT1",41.68986111,-72.86472222,2
"153","CTH",39.97888889,-75.865694445,4
"154","CTX",42.592847225,-76.215,5
"155","CVG",39.048333335,-84.668194445,2824138
"156","CVN",34.4262500016667,-103.078379631667,1694
"157","CWA",44.77986111,-89.66291667,120449
"158","CWF",30.21055556,-93.14305556,279
"159","CYS",41.155694445,-104.81138889,14908
"160","DAB",29.1816666666667,-81.05453704,290076
"161","DAG",34.8537962966667,-116.786296296667,5
"162","DAL",32.8470370333333,-96.85212963,3898863
"163","DAY",39.901666665,-84.21972222,1289257
"164","DBQ",42.40597222,-90.710138885,32381
"165","DCA",38.851666666,-77.037611112,9267854
"166","DDC",37.762361115,-99.96527778,5593
"167","DEC",39.834305555,-88.867083335,7683
"168","DEN",39.818055555,-104.77638889,24719997
"169","DET",42.4084259266667,-83.0094444433333,1
"170","DFW",32.896527775,-97.037083335,24871345
"171","DHN",31.320555555,-85.448888885,46412
"172","DIK",46.796944445,-102.799166665,23729
"173","DLH",46.8421296266667,-92.1925925933333,158412
"174","DOV",39.12819444,-75.465138885,717
"175","DQK",44.054555556,-75.722388888,139
"176","DQR",35.9883333333333,-113.814444443333,5010
"177","DQS",36.258055555,-113.23111111,7275
"178","DRO",37.1550925933333,-107.749074073333,186551
"179","DRT",29.37416667,-100.92722222,11632
"180","DSM",41.5339814833333,-93.6590740766667,1016170
"181","DTW",42.214583335,-83.348888885,14030063
"182","DUJ",41.17833333,-78.89875,5057
