"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ATL",65488
"2","ABE","AUS",307
"3","ABE","AVP",88
"4","ABE","BHM",4
"5","ABE","BNA",61
"6","ABE","BOS",161
"7","ABE","BTV",4
"8","ABE","CAE",113
"9","ABE","CHS",130
"10","ABE","CLE",9983
"11","ABE","CLT",30859
"12","ABE","COS",2
"13","ABE","CRW",3
"14","ABE","CVG",11837
"15","ABE","DFW",17
"16","ABE","DTW",47627
"17","ABE","EWR",1
"18","ABE","FLL",329
"19","ABE","FWA",22
"20","ABE","GRR",4
"21","ABE","HOU",180
"22","ABE","IAH",20
"23","ABE","ICT",8
"24","ABE","LAN",5
"25","ABE","LAS",181
"26","ABE","MBS",98
"27","ABE","MCI",174
"28","ABE","MCO",25186
"29","ABE","MDT",5197
"30","ABE","MEM",42
"31","ABE","MKE",63
"32","ABE","MSN",3
"33","ABE","MSP",427
"34","ABE","OAK",2
"35","ABE","ORD",75524
"36","ABE","PBI",264
"37","ABE","PIT",90710
"38","ABE","PNS",44
"39","ABE","RSW",55
"40","ABE","SAN",206
"41","ABE","SAV",68
"42","ABE","SBN",248
"43","ABE","SDF",4
"44","ABE","SJC",86
"45","ABE","SJU",213
"46","ABE","SMF",1
"47","ABE","STL",367
"48","ABE","TLH",123
"49","ABI","DFW",40187
"50","ABI","EKO",1375
"51","ABQ","AMA",30169
"52","ABQ","ATL",103100
"53","ABQ","AUS",169
"54","ABQ","BDL",78
"55","ABQ","BIL",69
"56","ABQ","BMI",41
"57","ABQ","BNA",198
"58","ABQ","BOS",3295
"59","ABQ","BUF",71
"60","ABQ","BUR",8746
"61","ABQ","BWI",2563
"62","ABQ","BZN",149
"63","ABQ","CAE",116
"64","ABQ","CID",61
"65","ABQ","CLE",372
"66","ABQ","CLT",408
"67","ABQ","CMH",718
"68","ABQ","COS",1544
"69","ABQ","CVG",71412
"70","ABQ","DAL",212064
"71","ABQ","DAY",10
"72","ABQ","DCA",17006
"73","ABQ","DEN",286000
"74","ABQ","DFW",294603
"75","ABQ","DLH",7
"76","ABQ","DSM",70
"77","ABQ","DTW",506
"78","ABQ","EKO",1378
"79","ABQ","ELP",77692
"80","ABQ","EWR",3165
"81","ABQ","FLL",271
"82","ABQ","FSD",2
"83","ABQ","GEG",435
"84","ABQ","GSO",60
"85","ABQ","GTF",1
"86","ABQ","HOU",33268
"87","ABQ","HRL",43
"88","ABQ","IAD",1839
"89","ABQ","IAH",143344
"90","ABQ","IND",368
"91","ABQ","JFK",48
"92","ABQ","LAS",172216
"93","ABQ","LAX",156282
"94","ABQ","LBB",27774
"95","ABQ","LEX",54
"96","ABQ","LGA",9590
"97","ABQ","LGB",1166
"98","ABQ","LIT",2020
"99","ABQ","LSE",4
"100","ABQ","MAF",27348
"101","ABQ","MCI",35658
"102","ABQ","MCO",26178
"103","ABQ","MDW",24434
"104","ABQ","MFE",79
"105","ABQ","MIA",192
"106","ABQ","MKE",117
"107","ABQ","MSP",74584
"108","ABQ","MSY",3900
"109","ABQ","OAK",27727
"110","ABQ","OKC",3349
"111","ABQ","OMA",457
