"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ATL",40239
"2","ABE","ATW",2
"3","ABE","AUS",70
"4","ABE","AVL",3
"5","ABE","BED",81
"6","ABE","BHM",7
"7","ABE","BOS",3913
"8","ABE","CAK",1
"9","ABE","CHA",1
"10","ABE","CLE",28051
"11","ABE","CLT",68492
"12","ABE","CMH",93
"13","ABE","CRW",8
"14","ABE","CSG",6
"15","ABE","CVG",35708
"16","ABE","DAY",37
"17","ABE","DEN",13
"18","ABE","DTW",36906
"19","ABE","EVV",15
"20","ABE","FLL",2012
"21","ABE","FNT",1
"22","ABE","FOE",150
"23","ABE","GRR",91
"24","ABE","GSP",43
"25","ABE","HPN",14
"26","ABE","IAD",26651
"27","ABE","ICT",143
"28","ABE","JAX",2
"29","ABE","JFK",161
"30","ABE","LAN",1
"31","ABE","LGA",108
"32","ABE","LIT",11
"33","ABE","LNK",140
"34","ABE","MCO",602
"35","ABE","MEM",189
"36","ABE","MLI",1
"37","ABE","MSP",9
"38","ABE","MSY",65
"39","ABE","MYR",211
"40","ABE","OKC",7
"41","ABE","OMA",18
"42","ABE","ORD",59035
"43","ABE","PFN",6
"44","ABE","PHL",41136
"45","ABE","PIA",3
"46","ABE","PIE",23023
"47","ABE","PIT",4397
"48","ABE","POB",111
"49","ABE","RDU",87
"50","ABE","SAV",26
"51","ABE","SFB",45749
"52","ABE","SHV",23
"53","ABE","SYR",1
"54","ABE","TPA",129
"55","ABE","TUL",18
"56","ABE","TYS",24
"57","ABE","UTM",107
"58","ABE","VLD",10
"59","ABE","VPS",13
"60","ABI","AUS",51
"61","ABI","DFW",73424
"62","ABI","ENV",584
"63","ABI","GJT",91
"64","ABI","IAH",13840
"65","ABI","IFP",716
"66","ABI","LAS",982
"67","ABI","LBB",141
"68","ABI","MSP",3
"69","ABI","RAP",86
"70","ABI","SAT",48
"71","ABI","SSC",26
"72","ABI","UTM",103
"73","ABQ","ALB",6
"74","ABQ","ALM",467
"75","ABQ","AMA",22851
"76","ABQ","ATL",144353
"77","ABQ","AUS",34552
"78","ABQ","AVL",84
"79","ABQ","AZA",869
"80","ABQ","BDL",455
"81","ABQ","BFI",85
"82","ABQ","BHM",81
"83","ABQ","BIL",78
"84","ABQ","BLI",28
"85","ABQ","BNA",11437
"86","ABQ","BOI",451
"87","ABQ","BOS",70
"88","ABQ","BUF",17
"89","ABQ","BUR",7886
"90","ABQ","BWI",48321
"91","ABQ","BZN",92
"92","ABQ","CID",182
"93","ABQ","CLE",2107
"94","ABQ","CLT",108
"95","ABQ","CMH",428
"96","ABQ","CNM",2400
"97","ABQ","COS",294
"98","ABQ","CRP",59
"99","ABQ","CVG",48397
"100","ABQ","CVN",2406
"101","ABQ","CYS",120
"102","ABQ","DAL",204098
"103","ABQ","DCA",398
"104","ABQ","DEN",270933
"105","ABQ","DFW",301963
"106","ABQ","DSM",35
"107","ABQ","DTW",573
"108","ABQ","ELP",44964
"109","ABQ","ENV",1004
"110","ABQ","EUG",84
"111","ABQ","EWR",29286
"112","ABQ","FAR",4
"113","ABQ","FCA",5
"114","ABQ","FLL",7944
"115","ABQ","FMN",3756
"116","ABQ","FSD",6
"117","ABQ","GEG",815
"118","ABQ","GRR",18
