"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ATL",52882
"2","ABE","AUS",16
"3","ABE","AVP",14
"4","ABE","BGM",4
"5","ABE","BHM",132
"6","ABE","BNA",108
"7","ABE","BUF",5
"8","ABE","CID",58
"9","ABE","CLE",9575
"10","ABE","CLT",40603
"11","ABE","CMH",156
"12","ABE","CRW",25
"13","ABE","CVG",28773
"14","ABE","DFW",354
"15","ABE","DSM",42
"16","ABE","DTW",47536
"17","ABE","EWR",3086
"18","ABE","FLL",13
"19","ABE","GNV",38
"20","ABE","GRB",9
"21","ABE","GRR",59
"22","ABE","IAH",195
"23","ABE","ILM",137
"24","ABE","IND",1261
"25","ABE","LAN",15
"26","ABE","LEX",91
"27","ABE","LGA",4
"28","ABE","LIT",1
"29","ABE","MCO",25426
"30","ABE","MDT",5171
"31","ABE","MEM",44
"32","ABE","MIA",128
"33","ABE","MKE",74
"34","ABE","MLB",63
"35","ABE","MSN",7
"36","ABE","MSP",216
"37","ABE","ORD",74860
"38","ABE","ORF",1
"39","ABE","PHL",55
"40","ABE","PHX",163
"41","ABE","PIT",86748
"42","ABE","PNS",27
"43","ABE","RDU",23
"44","ABE","RSW",9
"45","ABE","SAT",20
"46","ABE","SBN",369
"47","ABE","STL",311
"48","ABE","TLH",20
"49","ABE","TPA",342
"50","ABE","TRI",38
"51","ABE","TYS",90
"52","ABI","DFW",10972
"53","ABI","EKO",555
"54","ABQ","ABE",15
"55","ABQ","ALB",17
"56","ABQ","ALM",3514
"57","ABQ","AMA",37928
"58","ABQ","ATL",61828
"59","ABQ","AUS",133
"60","ABQ","AZO",81
"61","ABQ","BDL",540
"62","ABQ","BHM",1
"63","ABQ","BIL",120
"64","ABQ","BNA",227
"65","ABQ","BOI",107
"66","ABQ","BOS",3114
"67","ABQ","BUR",14456
"68","ABQ","BWI",1530
"69","ABQ","BZN",170
"70","ABQ","CID",8
"71","ABQ","CLD",2
"72","ABQ","CLE",864
"73","ABQ","CLT",79
"74","ABQ","CMH",213
"75","ABQ","CNM",10071
"76","ABQ","COS",20754
"77","ABQ","COU",34
"78","ABQ","CRP",112
"79","ABQ","CVG",51481
"80","ABQ","CVN",3866
"81","ABQ","DAL",227061
"82","ABQ","DCA",12529
"83","ABQ","DEN",289835
"84","ABQ","DFW",352620
"85","ABQ","DRO",261
"86","ABQ","DSM",6
"87","ABQ","DTW",819
"88","ABQ","EKO",655
"89","ABQ","ELP",95195
"90","ABQ","EUG",44
"91","ABQ","EWR",5565
"92","ABQ","FLL",21
"93","ABQ","FMN",43063
"94","ABQ","FSD",7
"95","ABQ","GEG",105
"96","ABQ","GRR",93
"97","ABQ","GSO",13
"98","ABQ","GSP",4
"99","ABQ","HOB",3208
"100","ABQ","HOU",30235
"101","ABQ","HRL",1377
"102","ABQ","IAD",1246
"103","ABQ","IAH",146753
"104","ABQ","IND",358
"105","ABQ","JAC",7
"106","ABQ","JAN",428
"107","ABQ","JAX",86
"108","ABQ","JFK",107
"109","ABQ","LAN",155
"110","ABQ","LAS",199400
"111","ABQ","LAX",246515
"112","ABQ","LBB",30652
"113","ABQ","LGA",6077
"114","ABQ","LIT",4188
"115","ABQ","LNK",55
"116","ABQ","LRU",5990
"117","ABQ","MAF",23972
"118","ABQ","MCI",40246
"119","ABQ","MCO",820
"120","ABQ","MDT",213
"121","ABQ","MDW",26008
"122","ABQ","MFE",104
"123","ABQ","MGM",2
"124","ABQ","MIA",362
"125","ABQ","MOB",200
"126","ABQ","MSN",177
"127","ABQ","MSP",74873
"128","ABQ","MSY",3646
"129","ABQ","OAK",23168
"130","ABQ","OKC",2792
"131","ABQ","OMA",1
"132","ABQ","ONT",13838
"133","ABQ","ORD",107819
"134","ABQ","ORF",101
"135","ABQ","PBI",214
"136","ABQ","PDX",9764
"137","ABQ","PHL",421
"138","ABQ","PHX",461733
"139","ABQ","PIT",58169
"140","ABQ","PNS",8
"141","ABQ","PSC",134
"142","ABQ","PVD",278
"143","ABQ","RDU",109
"144","ABQ","RIW",1
"145","ABQ","RNO",13232
"146","ABQ","ROW",23656
"147","ABQ","RSW",8
"148","ABQ","SAF",1
"149","ABQ","SAN",77666
"150","ABQ","SAT",3869
"151","ABQ","SDF",97
"152","ABQ","SEA",6530
"153","ABQ","SFO",75779
"154","ABQ","SJC",28998
"155","ABQ","SLC",118750
"156","ABQ","SMF",7176
"157","ABQ","SNA",6124
"158","ABQ","STL",138568
"159","ABQ","SVC",2180
"160","ABQ","SYR",150
"161","ABQ","TPA",135
"162","ABQ","TUL",1719
"163","ABQ","TUS",8144
"164","ABY","ATL",38253
"165","ACK","BOS",13900
"166","ACK","EWR",10511
"167","ACK","HVN",16
"168","ACK","HYA",974
"169","ACK","LGA",190
"170","ACK","MVY",545
"171","ACK","PVD",38
"172","ACT","DFW",42418
"173","ACT","EKO",1165
"174","ACT","IAH",8004
"175","ACT","ILE",2
"176","ACT","TYR",6
"177","ACV","EKO",327
"178","ACV","EUG",7
"179","ACV","GEG",2
"180","ACV","PDX",7877
"181","ACV","RDD",1008
"182","ACV","SEA",1985
"183","ACY","BOS",25128
"184","ACY","DTW",29729
"185","ACY","EWR",15108
"186","ACY","FLL",34814
"187","ACY","MCO",18084
"188","ACY","PHL",38102
"189","ACY","RSW",13477
"190","AEX","ATL",3939
"191","AEX","DFW",4222
"192","AEX","EFD",6
"193","AEX","GTR",93
"194","AEX","IAH",5887
"195","AGC","PIT",30
"196","AGS","ATL",151701
"197","AGS","HOU",78
"198","AGS","HSV",34
"199","AGS","IAH",28
"200","AGS","ICT",56
"201","AGS","LIT",133
"202","AGS","MCI",118
"203","AGS","MGM",5
"204","AGS","OMA",59
"205","AGS","PIT",136
"206","AGS","SAV",151
"207","AGS","STL",290
"208","AGS","TYS",67
"209","AKO","EKO",456
"210","ALB","ATL",83421
"211","ALB","AUS",247
"212","ALB","BDL",6
"213","ALB","BNA",411
"214","ALB","BOS",3117
"215","ALB","BTV",2
"216","ALB","BUF",20
"217","ALB","BWI",5934
"218","ALB","CAE",3
"219","ALB","CHS",228
"220","ALB","CID",24
"221","ALB","CLE",13984
"222","ALB","CLT",57280
"223","ALB","CMH",228
"224","ALB","CRW",17
"225","ALB","CVG",62780
"226","ALB","DAY",167
"227","ALB","DCA",58614
"228","ALB","DEN",317
"229","ALB","DFW",239
"230","ALB","DTW",79285
"231","ALB","EWR",42673
"232","ALB","FLL",1947
"233","ALB","FSD",26
"234","ALB","GRB",29
"235","ALB","GRR",158
"236","ALB","GSO",137
"237","ALB","GSP",224
"238","ALB","HPN",57
"239","ALB","IAD",115
"240","ALB","IAH",829
"241","ALB","IND",82
"242","ALB","JAX",17
"243","ALB","JFK",1873
"244","ALB","LAN",6
"245","ALB","LAS",109
"246","ALB","LEX",80
"247","ALB","LGA",2638
"248","ALB","MCI",60
"249","ALB","MCO",42950
"250","ALB","MDT",33
"251","ALB","MEM",294
"252","ALB","MIA",67
"253","ALB","MKE",356
"254","ALB","MSN",33
"255","ALB","MSP",271
"256","ALB","MSY",357
"257","ALB","OKC",27
"258","ALB","OMA",46
"259","ALB","ORD",156378
"260","ALB","ORF",7
"261","ALB","PBI",3478
"262","ALB","PDX",469
"263","ALB","PHL",69778
"264","ALB","PHX",246
"265","ALB","PIT",98459
"266","ALB","PVD",63
"267","ALB","PWM",2299
"268","ALB","RDU",647
"269","ALB","ROC",131
"270","ALB","RSW",1335
"271","ALB","SAN",71
"272","ALB","SAT",366
"273","ALB","SBN",51
"274","ALB","SDF",22
"275","ALB","SEA",357
"276","ALB","SJC",142
"277","ALB","SJU",287
"278","ALB","SMF",65
"279","ALB","STL",798
"280","ALB","SWF",1
"281","ALB","SYR",64
"282","ALB","TPA",5724
"283","ALB","TYS",11
"284","ALM","ABQ",2710
"285","ALM","LRU",291
"286","ALO","ATL",62
"287","ALO","CLE",57
"288","ALO","COU",15
"289","ALO","DBQ",16
"290","ALO","DFW",91
"291","ALO","EKO",304
"292","ALO","LGA",17
"293","ALO","MEM",4
"294","ALO","MSP",8954
"295","ALO","ORD",1280
"296","ALO","STL",21266
"297","ALO","UIN",26
"298","ALS","DEN",3426
"299","ALS","PUB",778
"300","ALW","CLM",27
"301","ALW","EAT",289
"302","ALW","MWH",144
"303","ALW","PDT",16
"304","ALW","PDX",3400
"305","ALW","PSC",13
"306","ALW","SEA",19288
"307","AMA","ABQ",32296
"308","AMA","AUS",6514
"309","AMA","BHM",7
"310","AMA","CLT",46
"311","AMA","CMH",86
"312","AMA","CRP",498
"313","AMA","DAL",177773
"314","AMA","DEN",13328
"315","AMA","DFW",136069
"316","AMA","DTW",19
"317","AMA","EKO",1101
"318","AMA","GSO",11
"319","AMA","HOU",28790
"320","AMA","HRL",1095
"321","AMA","HSV",4
"322","AMA","IND",54
"323","AMA","LAS",16957
"324","AMA","LAX",1533
"325","AMA","LBB",81
"326","AMA","LIT",54
"327","AMA","MCI",2
"328","AMA","MEM",107
"329","AMA","MSP",74
"330","AMA","MSY",15
"331","AMA","OAK",661
"332","AMA","OKC",25
"333","AMA","ONT",1507
"334","AMA","PHX",21374
"335","AMA","SAT",3885
"336","AMA","SDF",47
"337","AMA","SFO",530
"338","AMA","SPS",26
"339","AMA","STL",3
"340","APF","MCO",3962
"341","APF","MIA",5570
"342","APF","TPA",19203
"343","ART","MSS",1
"344","ART","PIT",2445
"345","ASE","DEN",190364
"346","ASE","LAX",3161
"347","ASE","MSP",7333
"348","ATL","ABE",59217
"349","ATL","ABQ",57805
"350","ATL","ABY",39069
"351","ATL","AEX",3869
"352","ATL","AGS",149969
"353","ATL","ALB",90986
"354","ATL","ATW",2849
"355","ATL","AUS",128890
"356","ATL","AVL",79194
"357","ATL","AVP",27311
"358","ATL","AZO",108
"359","ATL","BDL",257333
"360","ATL","BGM",45
"361","ATL","BGR",15278
"362","ATL","BHM",329749
"363","ATL","BIL",249
"364","ATL","BIS",75
"365","ATL","BNA",404093
"366","ATL","BOI",216
"367","ATL","BOS",572370
"368","ATL","BQK",19091
