"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ATL",64303
"2","ABE","AVP",18
"3","ABE","BHM",52
"4","ABE","BNA",76
"5","ABE","BOI",16
"6","ABE","CLE",10500
"7","ABE","CLT",30901
"8","ABE","CVG",49
"9","ABE","DAY",10
"10","ABE","DFW",60
"11","ABE","DSM",2
"12","ABE","DTW",51085
"13","ABE","ERI",23
"14","ABE","EWR",44
"15","ABE","FLL",150
"16","ABE","FNT",12
"17","ABE","FWA",30
"18","ABE","GEG",10
"19","ABE","GRB",4
"20","ABE","GRR",4
"21","ABE","HOU",26
"22","ABE","HPN",48
"23","ABE","IAH",12
"24","ABE","IND",9
"25","ABE","MBS",18
"26","ABE","MCI",175
"27","ABE","MCO",46250
"28","ABE","MDT",4082
"29","ABE","MEM",24
"30","ABE","MKE",2
"31","ABE","MSP",99
"32","ABE","MSY",186
"33","ABE","ORD",70551
"34","ABE","PBI",683
"35","ABE","PHL",41
"36","ABE","PIT",70942
"37","ABE","PNS",8
"38","ABE","RIC",51
"39","ABE","ROA",37
"40","ABE","SBN",52
"41","ABE","TLH",98
"42","ABI","DFW",45133
"43","ABI","EKO",1963
"44","ABQ","ALB",112
"45","ABQ","AMA",32651
"46","ABQ","ATL",100087
"47","ABQ","AUS",74
"48","ABQ","BDL",181
"49","ABQ","BHM",164
"50","ABQ","BMI",40
"51","ABQ","BNA",392
"52","ABQ","BOI",261
"53","ABQ","BOS",3466
"54","ABQ","BUR",6158
"55","ABQ","BWI",944
"56","ABQ","CID",43
"57","ABQ","CLE",1045
"58","ABQ","CLT",29
"59","ABQ","CMH",1626
"60","ABQ","COS",76
"61","ABQ","CVG",83219
"62","ABQ","DAL",218755
"63","ABQ","DAY",15
"64","ABQ","DCA",12308
"65","ABQ","DEN",279283
"66","ABQ","DFW",288576
"67","ABQ","DSM",70
"68","ABQ","DTW",1108
"69","ABQ","EKO",1013
"70","ABQ","ELP",74320
"71","ABQ","EWR",4557
"72","ABQ","FAR",78
"73","ABQ","FCA",125
"74","ABQ","FLL",147
"75","ABQ","FSD",118
"76","ABQ","GEG",2166
"77","ABQ","GSO",150
"78","ABQ","GSP",72
"79","ABQ","HOU",45448
"80","ABQ","HRL",132
"81","ABQ","HSV",50
"82","ABQ","IAD",532
"83","ABQ","IAH",162246
"84","ABQ","ICT",20
"85","ABQ","IND",389
"86","ABQ","ISP",14
"87","ABQ","JAN",254
"88","ABQ","JAX",19
"89","ABQ","JFK",1635
"90","ABQ","LAS",161994
"91","ABQ","LAX",164175
"92","ABQ","LBB",28041
"93","ABQ","LGA",8759
"94","ABQ","LGB",211
"95","ABQ","LIT",2040
"96","ABQ","LNK",30
"97","ABQ","MAF",25797
"98","ABQ","MCI",45884
"99","ABQ","MCO",25523
"100","ABQ","MDW",25909
"101","ABQ","MEM",426
"102","ABQ","MFE",66
"103","ABQ","MIA",153
"104","ABQ","MLU",29
"105","ABQ","MSP",77264
"106","ABQ","MSY",2243
"107","ABQ","OAK",69930
"108","ABQ","OKC",3563
"109","ABQ","OMA",1658
"110","ABQ","ONT",11514
"111","ABQ","ORD",68731
"112","ABQ","PBI",157
"113","ABQ","PDX",10205
"114","ABQ","PHL",549
"115","ABQ","PHX",498495
"116","ABQ","PIT",148
"117","ABQ","PSC",199
"118","ABQ","PSP",9
"119","ABQ","PUB",88
"120","ABQ","PWM",64
"121","ABQ","RDU",246
"122","ABQ","RIC",71
"123","ABQ","RNO",7008
"124","ABQ","RST",1
"125","ABQ","RSW",167
"126","ABQ","SAN",70001
"127","ABQ","SAT",20637
"128","ABQ","SEA",19633
"129","ABQ","SFO",10035
"130","ABQ","SHV",26
"131","ABQ","SJC",12639
"132","ABQ","SLC",90290
"133","ABQ","SMF",16392
"134","ABQ","SNA",91
"135","ABQ","STL",188828
"136","ABQ","SYR",180
"137","ABQ","TPA",26672
"138","ABQ","TUL",220
"139","ABQ","TUS",20838
"140","ABR","ATY",431
"141","ABR","MSP",23746
"142","ABR","PIR",12
"143","ABR","STC",16
"144","ABY","ATL",44087
"145","ABY","CSG",30
"146","ABY","GNV",18
"147","ABY","MCN",1
"148","ABY","VLD",17
"149","ACK","EWR",6558
"150","ACK","MVY",52
"151","ACT","DFW",49505
"152","ACT","EKO",2012
"153","ACT","IAH",10167
"154","ACT","LCH",32
"155","ACV","BLI",13
"156","ACV","PDX",6845
"157","ACV","RDD",1761
"158","ACV","SEA",4150
"159","ACV","YKM",8
"160","ACY","BOS",4747
"161","ACY","CLE",18386
"162","ACY","DTW",8815
"163","ACY","ERI",694
"164","ACY","EWR",1
"165","ACY","FLL",66680
"166","ACY","MCO",66642
"167","ACY","MYR",24321
"168","ACY","PBI",32028
"169","ACY","RSW",37395
"170","ACY","TPA",49503
"171","AEX","ATL",12635
"172","AEX","DFW",41992
"173","AEX","GPT",2
"174","AEX","GTR",598
"175","AEX","HOU",42
"176","AEX","IAH",22454
"177","AEX","MEM",20
"178","AEX","TYR",30
"179","AGS","ATL",168217
"180","AGS","BTR",116
"181","AGS","CHA",58
"182","AGS","CVG",240
"183","AGS","EWR",97
"184","AGS","GRR",31
"185","AGS","GSP",1
"186","AGS","LGA",755
"187","AGS","MKE",250
"188","AGS","ORD",123
"189","AGS","SAV",40
"190","AGS","SRQ",28
"191","AKO","EKO",222
"192","ALB","ABQ",98
"193","ALB","ATL",111643
"194","ALB","AUS",66
"195","ALB","AVP",46
"196","ALB","BHM",171
"197","ALB","BNA",494
"198","ALB","BOI",12
"199","ALB","BOS",213
"200","ALB","BTR",49
"201","ALB","BUF",5
"202","ALB","BWI",15
"203","ALB","CLE",17056
"204","ALB","CLT",38775
"205","ALB","CRW",123
"206","ALB","CVG",76980
"207","ALB","DAY",103
"208","ALB","DCA",55352
"209","ALB","DEN",1527
"210","ALB","DFW",2367
"211","ALB","DTW",83141
"212","ALB","ERI",28
"213","ALB","EWR",41216
"214","ALB","FLL",652
"215","ALB","FNT",48
"216","ALB","GRR",20
"217","ALB","GSO",440
"218","ALB","HOU",202
"219","ALB","IAD",77
"220","ALB","IAH",83
"221","ALB","IND",19
"222","ALB","JAX",88
"223","ALB","JFK",45275
"224","ALB","LAN",83
"225","ALB","LAS",224
"226","ALB","LAX",418
"227","ALB","LEX",38
"228","ALB","LGA",77
"229","ALB","LNK",13
"230","ALB","MCI",481
"231","ALB","MCO",96811
"232","ALB","MEM",21
"233","ALB","MHT",70
"234","ALB","MIA",264
"235","ALB","MKE",80
"236","ALB","MOB",64
"237","ALB","MSN",39
"238","ALB","MSP",607
"239","ALB","MSY",143
"240","ALB","OAK",140
"241","ALB","ONT",156
"242","ALB","ORD",166463
"243","ALB","ORF",110
"244","ALB","PBI",563
"245","ALB","PDX",235
"246","ALB","PHL",101416
"247","ALB","PHX",499
"248","ALB","PIT",102077
"249","ALB","PNS",169
"250","ALB","PSC",8
"251","ALB","PSP",80
"252","ALB","PVD",23
"253","ALB","PWM",1257
"254","ALB","RDU",272
"255","ALB","RIC",94
"256","ALB","RSW",2203
"257","ALB","SAT",39
"258","ALB","SBN",49
"259","ALB","SDF",655
"260","ALB","SEA",43
"261","ALB","SFO",74
"262","ALB","SJC",120
"263","ALB","SLC",44
"264","ALB","SMF",31
"265","ALB","SRQ",259
"266","ALB","STL",899
"267","ALB","TPA",2929
"268","ALB","TUL",167
"269","ALB","TVC",13
"270","ALO","FOD",1
"271","ALO","MSP",22937
"272","ALO","STL",17620
"273","ALW","PDX",249
"274","ALW","SEA",30728
"275","AMA","ABQ",24225
"276","AMA","ATL",57
"277","AMA","AUS",11902
"278","AMA","BWI",128
"279","AMA","CLE",37
"280","AMA","CVG",8
"281","AMA","DAL",153827
"282","AMA","DEN",5383
"283","AMA","DFW",127161
"284","AMA","DTW",1
"285","AMA","EKO",2444
"286","AMA","ELP",3
"287","AMA","GEG",225
"288","AMA","GSO",22
"289","AMA","HOU",20680
"290","AMA","HRL",1471
"291","AMA","IAH",27842
"292","AMA","LAS",32585
"293","AMA","LAX",3306
"294","AMA","LBB",26
"295","AMA","LIT",3
"296","AMA","MCI",40
"297","AMA","MDW",178
"298","AMA","MSP",44
"299","AMA","MSY",1
"300","AMA","OAK",594
"301","AMA","OKC",1
"302","AMA","PHX",14341
"303","AMA","SAT",3007
"304","AMA","SFO",363
"305","AMA","SPS",1
"306","AMA","STL",88
"307","APF","MIA",34756
"308","APN","CIU",49
"309","APN","DTW",10082
"310","ASE","DEN",184259
"311","ASE","DLH",11
"312","ASE","FAR",13
"313","ASE","GJT",64
"314","ASE","HPN",2
"315","ASE","LAX",5409
"316","ASE","MSP",15690
"317","ATL","ABE",62278
"318","ATL","ABQ",101031
"319","ATL","ABY",44434
"320","ATL","AEX",13053
"321","ATL","AGS",167697
"322","ATL","ALB",115249
"323","ATL","ATW",2226
"324","ATL","AUS",195608
"325","ATL","AVL",102446
"326","ATL","AVP",46
"327","ATL","AZO",11
"328","ATL","BDL",334809
"329","ATL","BGR",1836
"330","ATL","BHM",333699
"331","ATL","BIL",75
"332","ATL","BIS",43
"333","ATL","BMI",64564
"334","ATL","BNA",350552
"335","ATL","BOI",43
"336","ATL","BOS",825693
"337","ATL","BQK",25565
"338","ATL","BQN",1
"339","ATL","BTR",134386
"340","ATL","BTV",545
"341","ATL","BUF",184445
"342","ATL","BUR",107
"343","ATL","BWI",401757
"344","ATL","BZN",46
"345","ATL","CAE",263034
"346","ATL","CAK",107837
"347","ATL","CHA",123456
"348","ATL","CHS",364297
"349","ATL","CID",409
"350","ATL","CLE",274898
"351","ATL","CLT",431609
"352","ATL","CMH",278804
"353","ATL","COS",78632
"354","ATL","CRP",14290
"355","ATL","CRW",42792
"356","ATL","CSG",69902
"357","ATL","CVG",383992
"358","ATL","DAB",232317
"359","ATL","DAY",282851
"360","ATL","DCA",485415
"361","ATL","DEN",584097
"362","ATL","DET",16949
"363","ATL","DFW",1306355
"364","ATL","DHN",57157
"365","ATL","DLH",89
"366","ATL","DSM",10031
"367","ATL","DTW",595652
"368","ATL","EGE",11297
"369","ATL","ELP",36847
"370","ATL","EUG",221
"371","ATL","EVV",48271
"372","ATL","EWR",842542
"373","ATL","FAR",5
"374","ATL","FAT",271
"375","ATL","FAY",64466
"376","ATL","FLL",961517
"377","ATL","FLO",22928
"378","ATL","FNT",73037
"379","ATL","FSD",56
"380","ATL","FWA",12002
"381","ATL","GEG",1314
"382","ATL","GJT",74
"383","ATL","GNV",114176
"384","ATL","GPT",128810
"385","ATL","GRB",283
"386","ATL","GRR",6546
"387","ATL","GSO",395026
"388","ATL","GSP",241332
"389","ATL","GTR",24971
"390","ATL","GUC",10658
"391","ATL","HDN",871
"392","ATL","HOU",240553
"393","ATL","HPN",10
"394","ATL","HSV",251708
"395","ATL","IAD",741919
"396","ATL","IAH",538966
"397","ATL","ICT",23852
"398","ATL","ILM",57807
"399","ATL","IND",216922
"400","ATL","ISP",16290
"401","ATL","JAC",63
"402","ATL","JAN",189174
"403","ATL","JAX",622183
"404","ATL","JFK",181600
"405","ATL","LAN",548
"406","ATL","LAS",389750
"407","ATL","LAX",520287
"408","ATL","LEX",160088
"409","ATL","LFT",12783
"410","ATL","LGA",994155
"411","ATL","LGB",423
"412","ATL","LIT",151800
"413","ATL","LSE",6
"414","ATL","LYH",16974
"415","ATL","MBS",39
"416","ATL","MCI",348891
"417","ATL","MCN",31657
"418","ATL","MCO",1339202
"419","ATL","MDT",75092
"420","ATL","MDW",280180
"421","ATL","MEI",18492
"422","ATL","MEM",554882
"423","ATL","MFE",45
"424","ATL","MGM",170265
"425","ATL","MHT",136
"426","ATL","MIA",939973
"427","ATL","MKE",153130
"428","ATL","MLB",208742
"429","ATL","MLI",49678
"430","ATL","MLU",47019
"431","ATL","MOB",244331
"432","ATL","MSN",378
"433","ATL","MSO",763
"434","ATL","MSP",399843
"435","ATL","MSY",555261
"436","ATL","MYR",129076
"437","ATL","OAJ",21901
"438","ATL","OAK",1211
"439","ATL","OKC",120614
"440","ATL","OMA",106481
"441","ATL","ONT",50565
"442","ATL","ORD",1041995
"443","ATL","ORF",269540
"444","ATL","PBI",475729
"445","ATL","PDX",114162
"446","ATL","PFN",129150
"447","ATL","PHF",110203
"448","ATL","PHL",787012
"449","ATL","PHX",401972
"450","ATL","PIT",293771
"451","ATL","PNS",250371
"452","ATL","PSC",88
"453","ATL","PVD",151850
"454","ATL","PWM",69999
"455","ATL","RAP",41
"456","ATL","RDU",567222
"457","ATL","RIC",267568
"458","ATL","RNO",172
"459","ATL","ROA",69327
"460","ATL","ROC",89132
"461","ATL","RSW",513249
"462","ATL","SAN",180936
"463","ATL","SAT",231826
"464","ATL","SAV",475930
"465","ATL","SDF",264183
"466","ATL","SEA",179912
"467","ATL","SFO",391298
"468","ATL","SGF",360
"469","ATL","SHV",92542
"470","ATL","SJC",84629
"471","ATL","SJU",283404
"472","ATL","SLC",548585
"473","ATL","SMF",74913
"474","ATL","SNA",90154
"475","ATL","SRQ",264024
"476","ATL","STL",429925
"477","ATL","STT",68400
"478","ATL","STX",11572
"479","ATL","SWF",26658
"480","ATL","SYR",93493
"481","ATL","TLH",203133
"482","ATL","TOL",9012
"483","ATL","TPA",966274
"484","ATL","TRI",89687
"485","ATL","TUL",120738
"486","ATL","TUS",21926
"487","ATL","TVC",85
"488","ATL","TYS",357122
"489","ATL","UBS",29
"490","ATL","VLD",33155
"491","ATL","VPS",245825
"492","ATL","XNA",37504
"493","ATW","ATL",6086
"494","ATW","BOS",45
"495","ATW","CLE",9
"496","ATW","COS",1
"497","ATW","CWA",111
"498","ATW","DEN",4876
"499","ATW","DTW",26250
"500","ATW","FLL",21
"501","ATW","GRB",2
"502","ATW","GRR",8
"503","ATW","MCO",21
"504","ATW","MKE",22755
"505","ATW","MSN",583
"506","ATW","MSP",37877
"507","ATW","ORD",104922
"508","ATW","RHI",31
"509","ATW","TVC",1
"510","ATY","ABR",594
"511","ATY","MSP",8454
"512","ATY","STC",6
"513","AUS","ABE",21
"514","AUS","ABQ",9645
"515","AUS","AGS",124
"516","AUS","AMA",7587
"517","AUS","ATL",201927
"518","AUS","BDL",3
"519","AUS","BFI",5
"520","AUS","BHM",182
"521","AUS","BIL",43
"522","AUS","BNA",43818
"523","AUS","BOI",662
"524","AUS","BOS",4162
"525","AUS","BUF",302
"526","AUS","BUR",941
"527","AUS","BWI",15274
"528","AUS","CID",372
"529","AUS","CLE",734
"530","AUS","CLT",148
"531","AUS","CMH",161
"532","AUS","COS",874
"533","AUS","CVG",30856
"534","AUS","DAL",398164
"535","AUS","DAY",17
"536","AUS","DCA",3309
"537","AUS","DEN",82000
"538","AUS","DFW",571754
"539","AUS","DSM",104
"540","AUS","DTW",284
"541","AUS","EKO",2046
"542","AUS","ELP",77568
"543","AUS","EWR",35308
"544","AUS","FAR",62
"545","AUS","FLL",1482
"546","AUS","GEG",214
"547","AUS","GFK",41
"548","AUS","GPT",64
"549","AUS","GSO",213
"550","AUS","GTF",46
"551","AUS","HOU",217422
"552","AUS","HPN",38
"553","AUS","HRL",25128
"554","AUS","HSV",42
"555","AUS","IAD",26472
"556","AUS","IAH",304463
"557","AUS","ICT",27
"558","AUS","IND",1591
"559","AUS","ISP",112
"560","AUS","JAN",466
"561","AUS","JAX",287
"562","AUS","JFK",32
"563","AUS","LAS",68081
"564","AUS","LAX",102243
"565","AUS","LBB",44049
"566","AUS","LGA",26220
"567","AUS","LIT",2472
"568","AUS","MAF",25577
"569","AUS","MCI",1595
"570","AUS","MCO",22950
"571","AUS","MDT",814
"572","AUS","MDW",4151
"573","AUS","MEM",69618
"574","AUS","MFE",5532
"575","AUS","MHT",4345
"576","AUS","MIA",5062
"577","AUS","MKE",154
"578","AUS","MLU",98
"579","AUS","MOB",30
"580","AUS","MRY",7
"581","AUS","MSN",52
"582","AUS","MSO",25
"583","AUS","MSP",37977
"584","AUS","MSY",4290
"585","AUS","OAK",2497
"586","AUS","OKC",8412
"587","AUS","OMA",181
"588","AUS","ONT",4018
"589","AUS","ORD",210197
"590","AUS","ORF",290
"591","AUS","PDX",383
"592","AUS","PHL",893
"593","AUS","PHX",215109
"594","AUS","PIA",146
"595","AUS","PIT",1800
"596","AUS","PNS",195
"597","AUS","PSC",66
"598","AUS","PSP",49
"599","AUS","PVD",6141
"600","AUS","RAP",33
"601","AUS","RDU",2146
"602","AUS","RIC",39
"603","AUS","RNO",2165
"604","AUS","ROC",184
"605","AUS","RST",16
"606","AUS","RSW",215
"607","AUS","SAN",16007
"608","AUS","SAT",718
"609","AUS","SBN",141
"610","AUS","SDF",406
"611","AUS","SEA",53
"612","AUS","SFO",29198
"613","AUS","SHV",56
"614","AUS","SJC",95958
"615","AUS","SLC",50984
"616","AUS","SMF",1031
"617","AUS","SNA",455
"618","AUS","STL",105093
"619","AUS","SWF",56
"620","AUS","TPA",20294
"621","AUS","TUL",12692
"622","AUS","TUS",482
"623","AUS","TYS",14
"624","AUS","VPS",59
"625","AVL","ALB",70
"626","AVL","ATL",96872
"627","AVL","BWI",154
"628","AVL","CHS",14
"629","AVL","CLT",82924
"630","AVL","DCA",1049
"631","AVL","DFW",571
"632","AVL","DTW",34
"633","AVL","ROA",17
"634","AVL","SAV",10
"635","AVP","ABE",100
"636","AVP","ATL",77
"637","AVP","BOS",75
"638","AVP","CLE",8840
"639","AVP","CLT",492
"640","AVP","CRW",10
"641","AVP","DAY",123
"642","AVP","DTW",278
"643","AVP","FLL",148
"644","AVP","IND",39
"645","AVP","MCI",8
"646","AVP","MCO",838
"647","AVP","MEM",7
"648","AVP","MSP",247
"649","AVP","PHL",25434
"650","AVP","PHX",30
"651","AVP","PIT",72251
"652","AVP","PVD",1
"653","AVP","RDU",274
"654","AVP","ROA",11
"655","AVP","TPA",845
"656","AZO","ASE",27
"657","AZO","ATL",174
"658","AZO","BOS",67
"659","AZO","BWI",25
"660","AZO","CID",8
"661","AZO","CLE",13839
"662","AZO","CMH",18
"663","AZO","CVG",26
"664","AZO","CWA",19
"665","AZO","DAY",3
"666","AZO","DCA",37
"667","AZO","DFW",44
"668","AZO","DSM",36
"669","AZO","DTW",94251
"670","AZO","EWR",20
"671","AZO","FAR",9
"672","AZO","FSD",18
"673","AZO","HPN",127
"674","AZO","IAH",92
"675","AZO","LAN",49
"676","AZO","LEX",1
"677","AZO","LSE",1
"678","AZO","MDW",2
"679","AZO","MEM",59
"680","AZO","MSP",31947
"681","AZO","OMA",68
"682","AZO","ORD",73901
"683","AZO","PIT",6
"684","AZO","ROC",62
"685","AZO","RST",49
"686","AZO","SRQ",72
"687","AZO","STL",46
"688","AZO","TYS",5
"689","BDL","ABQ",506
"690","BDL","ATL",336891
"691","BDL","AUS",241
"692","BDL","BHM",72
"693","BDL","BIL",4
"694","BDL","BNA",4364
"695","BDL","BOS",368
"696","BDL","BUF",122
"697","BDL","BUR",43
"698","BDL","BWI",51971
"699","BDL","BZN",71
"700","BDL","CHS",750
"701","BDL","CID",82
"702","BDL","CLE",59086
"703","BDL","CLT",146517
"704","BDL","CMH",742
"705","BDL","COS",228
"706","BDL","CVG",144921
"707","BDL","DCA",88018
"708","BDL","DEN",41287
"709","BDL","DFW",125850
"710","BDL","DLH",23
"711","BDL","DSM",188
"712","BDL","DTW",116650
"713","BDL","ELP",149
"714","BDL","EWR",50969
"715","BDL","FAR",24
"716","BDL","FLL",115620
"717","BDL","FSD",120
"718","BDL","GEG",56
"719","BDL","GRB",28
"720","BDL","GRR",202
"721","BDL","GSO",711
"722","BDL","HOU",22
"723","BDL","IAD",107857
"724","BDL","IAH",33502
"725","BDL","ICT",33
"726","BDL","IND",3058
"727","BDL","JAC",33
"728","BDL","JAX",1072
"729","BDL","JFK",33162
"730","BDL","LAN",27
"731","BDL","LAS",569
"732","BDL","LAX",18062
"733","BDL","LGA",1
"734","BDL","LNK",93
"735","BDL","MCI",1237
"736","BDL","MCO",256697
"737","BDL","MDT",81
"738","BDL","MDW",7850
"739","BDL","MEM",727
"740","BDL","MFE",1
"741","BDL","MIA",42822
"742","BDL","MKE",22587
"743","BDL","MRY",39
"744","BDL","MSN",107
"745","BDL","MSP",77119
"746","BDL","MSY",939
"747","BDL","MTJ",31
"748","BDL","MYR",336
"749","BDL","OAK",343
"750","BDL","ONT",500
"751","BDL","ORD",326960
"752","BDL","PBI",71999
"753","BDL","PDX",323
"754","BDL","PHL",146734
"755","BDL","PHX",5721
"756","BDL","PIT",141036
"757","BDL","PNS",96
"758","BDL","PSP",62
"759","BDL","PVD",6
"760","BDL","PWM",1105
"761","BDL","RAP",31
"762","BDL","RDU",63582
"763","BDL","RNO",239
"764","BDL","ROC",166
"765","BDL","RST",10
"766","BDL","RSW",3375
"767","BDL","SAN",2897
"768","BDL","SAT",863
"769","BDL","SAV",356
"770","BDL","SDF",456
"771","BDL","SEA",958
"772","BDL","SFO",27878
"773","BDL","SGF",319
"774","BDL","SHV",1
"775","BDL","SJC",812
"776","BDL","SJU",50824
"777","BDL","SLC",289
"778","BDL","SMF",571
"779","BDL","SNA",827
"780","BDL","SRQ",495
"781","BDL","STL",110426
"782","BDL","STT",1249
