"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,299480
"2","ABI",32.4106481466667,-99.68111111,45702
"3","ABQ",35.040000002,-106.608277778,2884957
"4","ABR",45.4482870383333,-98.422175925,25575
"5","ABY",31.53388889,-84.195277775,35087
"6","ACK",41.253777782,-70.060055556,41543
"7","ACT",31.611805555,-97.229444445,51342
"8","ACV",40.978101855,-124.108287035,32343
"9","ACY",39.456944445,-74.57777778,351984
"10","ADW",38.81083333,-76.866999996,3400
"11","AEX",31.325833335,-92.547777775,80765
"12","AFW",32.9884126985714,-97.31892857,816
"13","AGS",33.3694444466667,-81.96444444,129373
"14","AHN",33.948555554,-83.326277776,2339
"15","AIA",42.052999998,-102.804333334,233
"16","AKO",40.17555556,-103.22208333,85
"17","ALB",42.7475,-73.80361111,1286014
"18","ALM",32.8399999983333,-105.990370371667,227
"19","ALO",42.556527775,-92.4,25837
"20","ALS",37.435333334,-105.867111114,949
"21","ALW",46.094944444,-118.28811111,28070
"22","AMA",35.2246296266667,-101.71657407,381594
"23","ANB",33.588500004,-85.857611114,594
"24","AND",34.494027775,-82.70972222,235
"25","AOO",40.296805555,-78.32,3240
"26","APF",26.152444444,-81.775611112,3473
"27","APN",45.079861115,-83.558055555,9804
"28","ARA",30.0376851866667,-91.88388889,18
"29","ART",43.991722218,-76.020277778,650
"30","ASE",39.222833334,-106.868666666,178613
"31","ATL",33.6384523814286,-84.4276190485714,34552445
"32","ATW",44.258000004,-88.519333336,211304
"33","ATY",44.9105555566667,-97.1543518533333,6880
"34","AUG",44.31930556,-69.796944445,979
"35","AUS",30.24625,-97.685694445,3165520
"36","AVL",35.43522222,-82.54211111,203400
"37","AVP",41.33861111,-75.72383333,142460
"38","AZA",33.30777778,-111.65555556,151
"39","AZO",42.235416665,-85.55263889,195951
"40","BAD",32.501888886,-93.662611112,244
"41","BAF",42.158444448,-72.715944442,120
"42","BCE",37.70638889,-112.145277775,347
"43","BDL",41.938703705,-72.683287035,3089181
"44","BED",42.470166666,-71.289222224,8576
"45","BFD",41.80263889,-78.63972222,1468
"46","BFF",41.87490741,-103.59925926,1977
"47","BFI",47.529444445,-122.30069444,2896
"48","BFL",35.4325,-119.055555556667,24154
"49","BFM",30.62652778,-88.06805556,NA
