"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,402062
"2","ABI",32.4106481466667,-99.68111111,52898
"3","ABQ",35.040000002,-106.608277778,2972861
"4","ABR",45.4482870383333,-98.422175925,22643
"5","ABY",31.53388889,-84.195277775,34599
"6","ACK",41.253777782,-70.060055556,7577
"7","ACT",31.611805555,-97.229444445,57555
"8","ACV",40.978101855,-124.108287035,12628
"9","ACY",39.456944445,-74.57777778,280340
"10","ADW",38.81083333,-76.866999996,513
"11","AEX",31.325833335,-92.547777775,62473
"12","AFW",32.9884126985714,-97.31892857,382
"13","AGS",33.3694444466667,-81.96444444,130796
"14","AKO",40.17555556,-103.22208333,143
"15","ALB",42.7475,-73.80361111,1288308
"16","ALO",42.556527775,-92.4,21507
"17","ALW",46.094944444,-118.28811111,28486
"18","AMA",35.2246296266667,-101.71657407,407908
"19","ANB",33.588500004,-85.857611114,127
"20","APF",26.152444444,-81.775611112,10536
"21","APN",45.079861115,-83.558055555,10565
"22","ASE",39.222833334,-106.868666666,174438
"23","ATL",33.6384523814286,-84.4276190485714,33907308
"24","ATW",44.258000004,-88.519333336,208881
"25","ATY",44.9105555566667,-97.1543518533333,5322
"26","AUS",30.24625,-97.685694445,3401672
"27","AVL",35.43522222,-82.54211111,213241
"28","AVP",41.33861111,-75.72383333,113641
"29","AYS",31.2487037033333,-82.3958333366667,NA
"30","AZO",42.235416665,-85.55263889,232810
"31","BDL",41.938703705,-72.683287035,3283264
"32","BED",42.470166666,-71.289222224,298
"33","BFI",47.529444445,-122.30069444,97
"34","BFL",35.4325,-119.055555556667,26648
"35","BGM",42.207055554,-75.97761111,54337
"36","BGR",44.80763889,-68.82791667,134313
"37","BHM",33.5632638925,-86.754722225,1459887
"38","BIF",31.84944444,-106.37972222,255
"39","BIL",45.8075,-108.543055556667,276586
"40","BIS",46.775833335,-100.749166665,125254
"41","BJI",47.5098611075,-94.934166665,27094
"42","BLI",48.79361111,-122.53611111,66239
"43","BLV",38.54402778,-89.843194445,24436
"44","BMG",39.1420370366667,-86.61537037,145
"45","BMI",40.47958333,-88.921666665,206859
"46","BNA",36.125555555,-86.68,4060861
"47","BOI",43.56486111,-116.22388889,1325711
"48","BOS",42.363333335,-71.00625,9367783
"49","BPT",29.95083333,-94.02013889,73300
"50","BQK",31.2589814833333,-81.46638889,18391
"51","BQN",18.4951851833333,-67.1296296266667,32790
"52","BRD",46.4011904771429,-94.1355555571429,18759
"53","BRO",25.907444442,-97.426444444,69194
"54","BTM",45.952916665,-112.495694445,11245
"55","BTR",30.53266667,-91.150111112,329302
"56","BTV",44.47236111,-73.153194445,366609
"57","BUF",42.9406481516667,-78.7324074083333,1964580
"58","BUR",34.2001851866667,-118.358055556667,2236911
"59","BWI",39.175444444,-76.668888888,9317350
"60","BZN",45.778,-111.153111108,208468
"61","CAE",33.9386111133333,-81.1181481466667,346348
"62","CAK",40.914444445,-81.44263889,241765
"63","CDC",37.701666665,-113.0975,NA
"64","CEF",42.195833335,-72.53263889,108
"65","CHA",35.035833335,-85.20361111,187343
"66","CHO",38.13961111,-78.452611112,15928
"67","CHS",32.89888889,-80.039722225,597261
"68","CIC",39.795555555,-121.8575,210
"69","CID",41.8845370333333,-91.7076851833333,418338
"70","CIG",40.49541667,-107.523333335,NA
"71","CIU",46.246388885,-84.469305555,15602
"72","CKB",39.296888892,-80.228111112,1173
"73","CLE",41.409722218,-81.853777776,5333051
"74","CLL",30.589027775,-96.364166665,81831
"75","CLM",48.119583335,-123.496666665,22497
"76","CLT",35.2155555566667,-80.9426851866667,9801687
"77","CMH",39.9963425916667,-82.8898148116667,2859068
"78","CMI",40.039305555,-88.27875,112100
"79","CMX",47.168055555,-88.48777778,25805
"80","COD",44.518055555,-109.025694445,2861
"81","COS",38.80736111,-104.705,956102
"82","COU",38.816833334,-92.218944446,21072
"83","CPR",42.907277778,-106.46372222,7917
"84","CRP",27.77100694375,-97.50152777625,403154
"85","CRW",38.37388889,-81.59305556,112966
"86","CSG",32.516333334,-84.93888889,55800
"87","CVG",39.048333335,-84.668194445,8019018
"88","CWA",44.77986111,-89.66291667,112486
"89","CYS",41.155694445,-104.81138889,652
"90","DAB",29.1816666666667,-81.05453704,246046
"91","DAL",32.8470370333333,-96.85212963,3345332
"92","DAY",39.901666665,-84.21972222,938795
"93","DBQ",42.40597222,-90.710138885,46406
"94","DCA",38.851666666,-77.037611112,5771169
"95","DEC",39.834305555,-88.867083335,9954
"96","DEN",39.818055555,-104.77638889,16026234
"97","DFW",32.896527775,-97.037083335,23038710
"98","DHN",31.320555555,-85.448888885,53426
"99","DIK",46.796944445,-102.799166665,NA
"100","DLH",46.8421296266667,-92.1925925933333,132168
"101","DRO",37.1550925933333,-107.749074073333,49359
"102","DSM",41.5339814833333,-93.6590740766667,697219
"103","DTW",42.214583335,-83.348888885,13828778
"104","EAT",47.398722224,-120.206666664,47201
"105","EAU",44.8649074033333,-91.4862037033333,21340
"106","EFD",29.60722222,-95.15861111,30751
"107","EGE",39.642944446,-106.92211111,165362
"108","EKO",40.824777778,-115.791166668,52533
"109","ELM",42.160055554,-76.8925,55570
"110","ELP",31.80711111,-106.377,1498125
"111","ERI",42.0816666666667,-80.1762037033333,119240
"112","ESC",45.72166667,-87.09013889,9835
"113","EUG",44.122638885,-123.21472222,276800
"114","EVV",38.03861111,-87.5306481466667,158497
"115","EWR",40.694166665,-74.17013889,11488560
"116","EYW",24.555833335,-81.75958333,109871
"117","FAR",46.9172222266667,-96.81509259,191790
"118","FAT",36.77638889,-119.718134921429,156171
"119","FAY",34.99125,-78.88027778,68923
"120","FCA",48.31166667,-114.25361111,149759
"121","FFO",39.82611111,-84.04833333,373
"122","FLL",26.072453705,-80.1516203716667,7246243
"123","FLO",34.187083335,-79.724166665,17212
"124","FMN",36.74125,-108.229583335,NA
"125","FNL",40.4509259233333,-105.01101852,439
