"","ORIGIN","DEST","PASSENGERS"
"1","1B1","FOK",5
"2","1B1","HTO",4
"3","1G4","DQS",83
"4","1G4","GCN",6
"5","1G4","L41",8
"6","1G4","VGT",16827
"7","ABE","ATL",37450
"8","ABE","AVP",54
"9","ABE","BHM",1
"10","ABE","BIS",1
"11","ABE","BNA",6
"12","ABE","CHS",22
"13","ABE","CID",3
"14","ABE","CLT",62613
"15","ABE","DCA",73
"16","ABE","DSM",6
"17","ABE","DTW",46750
"18","ABE","EWR",1175
"19","ABE","FAR",237
"20","ABE","FLL",5815
"21","ABE","GRR",40
"22","ABE","GSP",15
"23","ABE","IAD",34299
"24","ABE","ICT",533
"25","ABE","ILM",1
"26","ABE","IND",111
"27","ABE","JAX",6
"28","ABE","JFK",153
"29","ABE","LGA",772
"30","ABE","LIT",6
"31","ABE","LYH",127
"32","ABE","MCI",12
"33","ABE","MCO",56831
"34","ABE","MDT",48
"35","ABE","MEM",28
"36","ABE","MSN",6
"37","ABE","MSP",2
"38","ABE","MYR",5669
"39","ABE","OMA",19
"40","ABE","ORD",67765
"41","ABE","PGD",5380
"42","ABE","PHL",46604
"43","ABE","PIA",1
"44","ABE","PIE",19486
"45","ABE","PNS",14
"46","ABE","RAP",16
"47","ABE","RDU",122
"48","ABE","RSW",126
"49","ABE","SCE",30
"50","ABE","SFB",32332
"51","ABE","TUL",6
"52","ABE","UTM",355
"53","ABI","AMA",142
"54","ABI","BNA",117
"55","ABI","BUR",36
"56","ABI","DFW",77509
"57","ABI","ENV",855
"58","ABI","FOE",78
"59","ABI","HRL",68
"60","ABI","IAD",317
"61","ABI","IAH",133
"62","ABI","IFP",800
"63","ABI","LBB",75
"64","ABI","PDX",33
"65","ABI","SAT",19
"66","ABI","SJT",199
"67","ABQ","ACV",2
"68","ABQ","ALB",2704
"69","ABQ","ALM",485
"70","ABQ","AMA",84
"71","ABQ","ASE",5
"72","ABQ","ATL",141756
"73","ABQ","AUS",13464
"74","ABQ","BDL",127
"75","ABQ","BFL",368
"76","ABQ","BHM",124
"77","ABQ","BIS",7
"78","ABQ","BNA",4231
"79","ABQ","BOI",1796
"80","ABQ","BOS",1674
"81","ABQ","BUR",1865
"82","ABQ","BWI",64187
"83","ABQ","CHS",209
"84","ABQ","CLE",140
"85","ABQ","CLL",138
"86","ABQ","CMH",330
"87","ABQ","CNM",2603
"88","ABQ","COD",7
"89","ABQ","COS",99
"90","ABQ","CPR",5
"91","ABQ","CRP",78
"92","ABQ","CVG",8
"93","ABQ","CVN",2192
"94","ABQ","CYS",55
"95","ABQ","DAL",181066
"96","ABQ","DAY",120
"97","ABQ","DCA",1785
"98","ABQ","DEN",305025
"99","ABQ","DFW",292018
"100","ABQ","DLF",252
"101","ABQ","DSM",3
"102","ABQ","DTW",232
"103","ABQ","ECP",186
"104","ABQ","EFD",28
"105","ABQ","ELP",28458
"106","ABQ","ENV",996
"107","ABQ","EUG",8
"108","ABQ","EWR",734
"109","ABQ","FAT",418
"110","ABQ","FCA",2
"111","ABQ","FLL",1190
"112","ABQ","FNL",125
"113","ABQ","GEG",686
"114","ABQ","GSP",157
"115","ABQ","GTF",1
"116","ABQ","HDN",2
"117","ABQ","HOB",82
"118","ABQ","HOU",81687
"119","ABQ","HRL",400
"120","ABQ","HSV",88
"121","ABQ","IAD",39085
"122","ABQ","IAH",93842
"123","ABQ","ICT",23
"124","ABQ","IFP",961
"125","ABQ","IND",456
