"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ALB",747
"2","ABE","ATL",48510
"3","ABE","AVP",96
"4","ABE","AZO",28
"5","ABE","BGM",9
"6","ABE","BGR",58
"7","ABE","BOS",1426
"8","ABE","BUF",103
"9","ABE","CAE",36
"10","ABE","CLE",16446
"11","ABE","CLT",30718
"12","ABE","CMH",2
"13","ABE","CRW",24
"14","ABE","CVG",46714
"15","ABE","DAY",157
"16","ABE","DSM",7
"17","ABE","DTW",47814
"18","ABE","EWR",161
"19","ABE","FLL",1492
"20","ABE","FNT",87
"21","ABE","GSP",147
"22","ABE","IAD",5311
"23","ABE","IND",24
"24","ABE","LEX",4
"25","ABE","LGA",2
"26","ABE","LIT",12
"27","ABE","MBS",15
"28","ABE","MCO",403
"29","ABE","MDT",73
"30","ABE","MDW",50
"31","ABE","MSN",24
"32","ABE","MSY",49
"33","ABE","MYR",23
"34","ABE","ORD",10250
"35","ABE","ORH",3931
"36","ABE","PBI",70
"37","ABE","PHL",11183
"38","ABE","PIE",3369
"39","ABE","PIT",53408
"40","ABE","PSM",260
"41","ABE","PWM",16
"42","ABE","RSW",95
"43","ABE","SDF",14
"44","ABE","SFB",15846
"45","ABE","SRQ",215
"46","ABE","SYR",9
"47","ABE","TYS",42
"48","ABI","ACT",13
"49","ABI","CLL",36
"50","ABI","DFW",43886
"51","ABI","EKO",1140
"52","ABI","IFP",570
"53","ABI","ILE",24
"54","ABI","LBB",19
"55","ABI","MAF",14
"56","ABQ","ACT",158
"57","ABQ","ALB",968
"58","ABQ","ALM",244
"59","ABQ","AMA",35311
"60","ABQ","ATL",88671
"61","ABQ","AUS",5382
"62","ABQ","BDL",270
"63","ABQ","BHM",12
"64","ABQ","BNA",58
"65","ABQ","BOI",1927
"66","ABQ","BOS",1430
"67","ABQ","BUR",12013
"68","ABQ","BWI",32435
"69","ABQ","CLE",327
"70","ABQ","CLT",175
"71","ABQ","CMH",1041
"72","ABQ","CNM",757
"73","ABQ","COS",3093
"74","ABQ","CRP",55
"75","ABQ","CVG",94040
"76","ABQ","CVN",746
"77","ABQ","DAL",177838
"78","ABQ","DAY",59
"79","ABQ","DCA",1487
"80","ABQ","DEN",228467
"81","ABQ","DFW",235112
"82","ABQ","DRO",361
"83","ABQ","DSM",36
"84","ABQ","DTW",384
"85","ABQ","EKO",766
"86","ABQ","ELP",57830
"87","ABQ","EWR",1825
"88","ABQ","FCA",139
"89","ABQ","FLL",608
"90","ABQ","FMN",3187
"91","ABQ","FNL",108
"92","ABQ","GEG",202
"93","ABQ","GUP",75
"94","ABQ","HOB",70
"95","ABQ","HOU",45748
"96","ABQ","HRL",369
"97","ABQ","IAD",638
"98","ABQ","IAH",150070
"99","ABQ","ICT",114
"100","ABQ","IFP",390
"101","ABQ","IND",1414
"102","ABQ","ISP",3102
"103","ABQ","JAX",84
"104","ABQ","JFK",61
"105","ABQ","LAS",157423
"106","ABQ","LAX",142935
"107","ABQ","LBB",28571
"108","ABQ","LGA",50
"109","ABQ","MAF",25624
"110","ABQ","MCI",44792
"111","ABQ","MCO",59228
"112","ABQ","MDW",50987
"113","ABQ","MIA",295
"114","ABQ","MKE",130
"115","ABQ","MSN",56
"116","ABQ","MSP",89316
"117","ABQ","MSY",11118
"118","ABQ","OAK",67846
"119","ABQ","OGD",98
"120","ABQ","OKC",1495
"121","ABQ","OMA",489
"122","ABQ","ONT",8804
"123","ABQ","ORD",59512
"124","ABQ","ORF",134
"125","ABQ","PDX",32123
"126","ABQ","PHL",2292
"127","ABQ","PHX",464772
"128","ABQ","PNS",23
"129","ABQ","PVD",76
"130","ABQ","PVU",108
"131","ABQ","RDD",99
"132","ABQ","RDU",1995
"133","ABQ","RIC",272
"134","ABQ","RNO",1469
"135","ABQ","ROW",2193
"136","ABQ","RSW",27
"137","ABQ","SAN",80424
"138","ABQ","SAT",30029
"139","ABQ","SDF",40
"140","ABQ","SEA",33958
"141","ABQ","SFO",38
"142","ABQ","SJC",19552
"143","ABQ","SLC",43503
"144","ABQ","SMF",16585
"145","ABQ","SNA",4999
"146","ABQ","STL",143121
"147","ABQ","SVC",452
"148","ABQ","SYR",390
"149","ABQ","TCL",4
"150","ABQ","TPA",25743
"151","ABQ","TSM",556
"152","ABQ","TUL",45
"153","ABQ","TUS",41428
"154","ABQ","TYS",81
"155","ABR","ATY",30
"156","ABR","MSN",4
"157","ABR","MSP",25170
"158","ABR","PIR",317
"159","ABR","SBN",54
"160","ABY","ATL",35040
"161","ABY","MCN",41
"162","ABY","PFN",6
"163","ACK","BOS",8615
"164","ACK","EWB",2689
"165","ACK","EWR",5466
"166","ACK","HYA",18366
"167","ACK","IND",4
"168","ACK","LGA",3444
"169","ACK","MVY",881
"170","ACK","PVD",2078
"171","ACT","ABQ",158
"172","ACT","ADW",844
"173","ACT","ATL",45
"174","ACT","DAL",1
"175","ACT","DEN",152
"176","ACT","DFW",47949
"177","ACT","EKO",1165
"178","ACT","FOE",130
"179","ACT","JAN",42
"180","ACT","LBB",129
"181","ACT","MHK",124
"182","ACT","OKC",203
"183","ACT","ONT",45
"184","ACT","RNO",120
"185","ACT","TUL",235
"186","ACV","CEC",160
"187","ACV","PDX",7574
"188","ACV","RDD",1213
"189","ACV","SEA",4780
"190","ACV","SFO",16290
"191","ACV","SMF",2326
"192","ACY","AGS",357
"193","ACY","ALB",257
"194","ACY","BED",147
"195","ACY","BOS",441
"196","ACY","BUF",1848
"197","ACY","BWI",555
"198","ACY","CAE",325
"199","ACY","CAK",920
"200","ACY","CHS",218
"201","ACY","CLE",1157
"202","ACY","CLT",732
"203","ACY","CMH",519
"204","ACY","CRW",82
"205","ACY","CVG",7613
"206","ACY","DAY",219
"207","ACY","DEN",4747
"208","ACY","DTW",13270
"209","ACY","ERI",215
"210","ACY","EWN",94
"211","ACY","FLL",83878
"212","ACY","GSO",2614
"213","ACY","ILM",228
"214","ACY","JAX",579
"215","ACY","JFK",104
"216","ACY","LAS",620
"217","ACY","LAX",2710
"218","ACY","LBE",1503
"219","ACY","MCO",80567
"220","ACY","MHT",204
"221","ACY","MIA",206
"222","ACY","MYR",23115
"223","ACY","OAK",102
"224","ACY","ORF",32
"225","ACY","ORH",73
"226","ACY","PBI",19060
"227","ACY","PHL",2152
"228","ACY","PIT",3630
"229","ACY","PSM",16
"230","ACY","PVD",618
"231","ACY","PWM",192
"232","ACY","RDU",1212
"233","ACY","RIC",226
"234","ACY","ROA",517
"235","ACY","ROC",728
"236","ACY","RSW",47240
"237","ACY","RWI",32
"238","ACY","SAV",76
"239","ACY","SJU",5904
"240","ACY","SYR",923
"241","ACY","TPA",37614
"242","ACY","TYS",206
"243","ACY","UCA",83
"244","ACY","YNG",1304
"245","ADW","ABR",52
"246","ADW","ACT",230
"247","ADW","AEX",101
"248","ADW","ATL",50
"249","ADW","BNA",55
"250","ADW","BOS",51
"251","ADW","CID",45
"252","ADW","CMH",88
"253","ADW","CVG",46
"254","ADW","DSM",94
"255","ADW","DTW",44
"256","ADW","FAY",48
"257","ADW","FFO",61
"258","ADW","GSO",65
"259","ADW","HPN",43
"260","ADW","LGA",103
"261","ADW","MDT",490
"262","ADW","MHK",141
"263","ADW","MIA",44
"264","ADW","MLI",103
"265","ADW","ORD",35
"266","ADW","PHL",50
"267","ADW","PIT",51
"268","ADW","PTK",50
"269","ADW","PWM",45
"270","ADW","ROA",39
"271","ADW","SGF",50
"272","ADW","SHV",41
"273","ADW","SLK",41
"274","ADW","STL",123
"275","ADW","TRI",640
"276","ADW","TYS",86
"277","ADW","VPS",49
"278","ADW","WRB",146
"279","AEX","ADW",150
"280","AEX","ANB",125
"281","AEX","ART",156
"282","AEX","ATL",12606
"283","AEX","BWI",105
"284","AEX","CLT",144
"285","AEX","COS",248
"286","AEX","DFW",13426
"287","AEX","GSP",76
"288","AEX","GTR",287
"289","AEX","IAH",38132
"290","AEX","ICT",159
"291","AEX","ILE",15
"292","AEX","INT",114
"293","AEX","LIT",47
"294","AEX","LRD",257
"295","AEX","MEM",14343
"296","AEX","MQY",118
"297","AEX","MSP",14
"298","AEX","ORD",27
"299","AEX","POB",97
"300","AEX","SAT",15
"301","AEX","SJU",87
"302","AEX","SWF",17
"303","AFW","BHM",140
"304","AFW","CLT",164
"305","AFW","LFT",121
"306","AFW","MEM",128
"307","AFW","TPA",128
"308","AFW","TUS",135
"309","AGS","ACY",236
"310","AGS","ATL",122929
"311","AGS","CAE",6
"312","AGS","CLT",5851
"313","AGS","JAX",39
"314","AGS","ORD",203
"315","AGS","SFB",109
"316","AHN","BNA",135
"317","AHN","CLT",1891
"318","AHN","GNV",65
"319","AHN","LAF",44
"320","AHN","TCL",25
"321","AHN","TYS",138
"322","AHN","UOX",41
"323","AIA","CDR",2
"324","AIA","DEN",231
"325","AKO","EKO",85
"326","ALB","ABE",782
"327","ALB","ACY",255
"328","ALB","ATL",115486
"329","ALB","AUS",4070
"330","ALB","AVP",49
"331","ALB","BDL",571
"332","ALB","BGM",4
"333","ALB","BGR",750
"334","ALB","BHM",1
"335","ALB","BNA",3191
"336","ALB","BOS",2787
"337","ALB","BTV",745
"338","ALB","BUF",6996
"339","ALB","BUR",99
"340","ALB","BWI",194262
"341","ALB","CID",15
"342","ALB","CLE",39056
"343","ALB","CLT",72554
"344","ALB","CMH",184
"345","ALB","COS",525
"346","ALB","CVG",89563
"347","ALB","DAY",171
"348","ALB","DCA",7113
"349","ALB","DEN",83
"350","ALB","DFW",706
"351","ALB","DTW",108310
"352","ALB","EWR",42580
"353","ALB","FLL",1816
"354","ALB","GEG",41
"355","ALB","GRR",38
"356","ALB","GSO",52
"357","ALB","HPN",845
"358","ALB","IAD",8879
"359","ALB","IAH",266
"360","ALB","IND",744
"361","ALB","ISP",2596
"362","ALB","JAX",108
"363","ALB","JFK",27682
"364","ALB","LAN",25
"365","ALB","LAS",42360
"366","ALB","LAX",35
"367","ALB","LGA",3364
"368","ALB","LIT",126
"369","ALB","MBS",9
"370","ALB","MCI",258
"371","ALB","MCO",84394
"372","ALB","MDT",1148
"373","ALB","MDW",2969
"374","ALB","MEM",249
"375","ALB","MHT",1425
"376","ALB","MIA",384
"377","ALB","MKE",520
"378","ALB","MSN",67
"379","ALB","MSP",3226
"380","ALB","MSY",443
"381","ALB","MYR",18
"382","ALB","OAK",16
"383","ALB","ORD",151851
"384","ALB","ORF",3016
"385","ALB","PBI",1052
"386","ALB","PHL",120033
"387","ALB","PHX",134
"388","ALB","PIT",114683
"389","ALB","PLB",185
"390","ALB","PVD",1399
"391","ALB","PWM",1977
"392","ALB","RDU",1208
"393","ALB","RNO",864
"394","ALB","ROC",2545
"395","ALB","RSW",203
"396","ALB","SAN",1842
"397","ALB","SAT",496
"398","ALB","SAV",104
"399","ALB","SDF",1346
"400","ALB","SEA",268
"401","ALB","SJC",257
"402","ALB","SLC",137
"403","ALB","SLK",366
"404","ALB","SRQ",281
"405","ALB","STL",2219
"406","ALB","SYR",1503
"407","ALB","TPA",2964
"408","ALB","TUL",12
"409","ALB","TVC",14
"410","ALB","XNA",44
"411","ALM","ABQ",227
"412","ALO","BMI",60
"413","ALO","BWG",104
"414","ALO","EKO",331
"415","ALO","HUF",84
"416","ALO","MIA",161
"417","ALO","MSP",21738
"418","ALO","MWA",84
"419","ALO","ORD",2751
"420","ALO","PDX",159
"421","ALO","SGF",93
"422","ALO","SMX",152
"423","ALO","YNG",120
"424","ALS","DEN",949
"425","ALW","PDX",225
"426","ALW","SEA",27845
"427","AMA","ABQ",24003
"428","AMA","AUS",10130
"429","AMA","BNA",22
"430","AMA","CRP",85
"431","AMA","DAL",141886
"432","AMA","DEN",2661
"433","AMA","DFW",100635
"434","AMA","EKO",916
"435","AMA","HOU",13505
"436","AMA","HRL",1362
"437","AMA","IAH",39687
"438","AMA","IFP",525
"439","AMA","LAS",30747
"440","AMA","LAX",2962
"441","AMA","LRD",45
"442","AMA","MSY",1172
"443","AMA","PHX",11205
"444","AMA","SAN",6
"445","AMA","SAT",40
"446","ANB","AEX",125
"447","ANB","AUS",137
"448","ANB","CLT",92
"449","ANB","LCH",127
"450","ANB","SHV",113
"451","AND","BWI",21
"452","AND","CHO",40
"453","AND","INT",23
"454","AND","RDU",127
"455","AND","TLH",24
"456","AOO","JST",330
"457","AOO","PIT",2910
"458","APF","EYW",1244
"459","APF","FLL",24
"460","APF","TPA",2205
"461","APN","CIU",46
"462","APN","DTW",9758
"463","ARA","IAH",18
"464","ART","OGS",2
"465","ART","PIT",648
"466","ASE","DEN",154902
"467","ASE","FNT",13
"468","ASE","LAX",5335
"469","ASE","MEM",4496
"470","ASE","MSP",11600
"471","ASE","PHX",1724
"472","ASE","PNS",10
"473","ASE","RST",2
"474","ASE","SFO",531
"475","ATL","ABE",52195
"476","ATL","ABQ",88678
"477","ATL","ABY",35743
"478","ATL","ADW",113
"479","ATL","AEX",10754
"480","ATL","AGS",121492
"481","ATL","ALB",121645
"482","ATL","ATW",839
"483","ATL","AUS",196619
"484","ATL","AVL",87024
"485","ATL","AVP",19877
"486","ATL","AZO",34
"487","ATL","BDL",328216
"488","ATL","BED",69
"489","ATL","BHM",276992
"490","ATL","BIL",23
"491","ATL","BMI",67303
"492","ATL","BNA",308013
"493","ATL","BOI",94
"494","ATL","BOS",747011
"495","ATL","BQK",29594
"496","ATL","BTR",121031
"497","ATL","BTV",1265
"498","ATL","BUF",275533
"499","ATL","BUR",274
"500","ATL","BWI",681832
