"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,484618
"2","ABI",32.4106481466667,-99.68111111,67754
"3","ABQ",35.040000002,-106.608277778,3077756
"4","ABR",45.4482870383333,-98.422175925,27301
"5","ABY",31.53388889,-84.195277775,36045
"6","ACK",41.253777782,-70.060055556,156921
"7","ACT",31.611805555,-97.229444445,64993
"8","ACV",40.978101855,-124.108287035,96287
"9","ACY",39.456944445,-74.57777778,505850
"10","ADW",38.81083333,-76.866999996,4376
"11","AEX",31.325833335,-92.547777775,131068
"12","AFW",32.9884126985714,-97.31892857,660
"13","AGS",33.3694444466667,-81.96444444,173005
"14","AHN",33.948555554,-83.326277776,8357
"15","AIA",42.052999998,-102.804333334,1430
"16","ALB",42.7475,-73.80361111,1523421
"17","ALM",32.8399999983333,-105.990370371667,330
"18","ALO",42.556527775,-92.4,42129
"19","ALS",37.435333334,-105.867111114,5182
"20","ALW",46.094944444,-118.28811111,25477
"21","AMA",35.2246296266667,-101.71657407,418481
"22","ANB",33.588500004,-85.857611114,271
"23","AND",34.494027775,-82.70972222,74
"24","AOO",40.296805555,-78.32,6422
"25","APF",26.152444444,-81.775611112,8296
"26","APN",45.079861115,-83.558055555,7754
"27","ART",43.991722218,-76.020277778,3699
"28","ASE",39.222833334,-106.868666666,183913
"29","ASH",42.78101852,-71.5127777766667,12
"30","ATL",33.6384523814286,-84.4276190485714,37524241
"31","ATW",44.258000004,-88.519333336,287335
"32","ATY",44.9105555566667,-97.1543518533333,8635
"33","AUG",44.31930556,-69.796944445,4310
"34","AUS",30.24625,-97.685694445,3430913
"35","AVL",35.43522222,-82.54211111,264978
"36","AVP",41.33861111,-75.72383333,200391
"37","AZA",33.30777778,-111.65555556,1852
"38","AZO",42.235416665,-85.55263889,222066
"39","BAD",32.501888886,-93.662611112,592
"40","BCE",37.70638889,-112.145277775,2824
"41","BDL",41.938703705,-72.683287035,3275352
"42","BED",42.470166666,-71.289222224,15567
"43","BFD",41.80263889,-78.63972222,8090
"44","BFF",41.87490741,-103.59925926,8932
"45","BFI",47.529444445,-122.30069444,22656
"46","BFK",39.70166667,-104.75166667,169
"47","BFL",35.4325,-119.055555556667,117975
"48","BFM",30.62652778,-88.06805556,35
"49","BFT",32.41208333,-80.63458333,242
"50","BGM",42.207055554,-75.97761111,133848
"51","BGR",44.80763889,-68.82791667,230287
"52","BHB",44.449305555,-68.36166667,10594
"53","BHM",33.5632638925,-86.754722225,1495835
"54","BIF",31.84944444,-106.37972222,2153
"55","BIH",37.373111114,-118.363888888,NA
"56","BIL",45.8075,-108.543055556667,393301
"57","BIS",46.775833335,-100.749166665,162412
"58","BJC",39.90888889,-105.11722222,NA
"59","BJI",47.5098611075,-94.934166665,28676
"60","BKL",41.5175,-81.68311111,1208
"61","BKW",37.78458333,-81.12416667,3008
"62","BKX",44.30433333,-96.816555554,743
"63","BLD",35.947444444,-114.861055556,175
"64","BLF",37.29583333,-81.20791667,2038
"65","BLI",48.79361111,-122.53611111,82131
"66","BLV",38.54402778,-89.843194445,4326
"67","BMG",39.1420370366667,-86.61537037,758
"68","BMI",40.47958333,-88.921666665,219757
"69","BNA",36.125555555,-86.68,4277525
"70","BOI",43.56486111,-116.22388889,1450362
"71","BOS",42.363333335,-71.00625,10835596
"72","BPT",29.95083333,-94.02013889,53965
"73","BQK",31.2589814833333,-81.46638889,40616
"74","BQN",18.4951851833333,-67.1296296266667,106295
"75","BRD",46.4011904771429,-94.1355555571429,19043
"76","BRL",40.78472222,-91.124444445,7244
"77","BRO",25.907444442,-97.426444444,65879
"78","BTL",42.30777778,-85.24888889,641
"79","BTM",45.952916665,-112.495694445,40633
"80","BTR",30.53266667,-91.150111112,368184
"81","BTV",44.47236111,-73.153194445,626772
"82","BTY",36.86111111,-116.786388888,2
"83","BUF",42.9406481516667,-78.7324074083333,2202739
