"","ORIGIN","DEST","PASSENGERS"
"1","1G4","BLD",34644
"2","1G4","DQS",7
"3","1G4","GCN",70
"4","1G4","VGT",4802
"5","1NY","HPN",1
"6","6B0","NPT",4
"7","6B0","TEB",7
"8","ABE","ATL",64551
"9","ABE","BGM",25
"10","ABE","BHM",15
"11","ABE","BNA",2
"12","ABE","CLT",50139
"13","ABE","CVG",4
"14","ABE","DAB",24
"15","ABE","DAY",8
"16","ABE","DTW",33627
"17","ABE","EWR",544
"18","ABE","GPT",98
"19","ABE","GSO",4
"20","ABE","IAD",104
"21","ABE","IFP",335
"22","ABE","LAS",92
"23","ABE","LGA",30
"24","ABE","MDT",78
"25","ABE","MKE",4
"26","ABE","MYR",8926
"27","ABE","ORD",33200
"28","ABE","PGD",16452
"29","ABE","PHL",36080
"30","ABE","PIE",23187
"31","ABE","RDU",28
"32","ABE","RIC",2
"33","ABE","SFB",51607
"34","ABE","SLN",1
"35","ABE","UTM",187
"36","ABI","AMA",205
"37","ABI","DFW",83832
"38","ABI","ENV",618
"39","ABI","FAT",142
"40","ABI","GPT",66
"41","ABI","GRB",140
"42","ABI","IFP",541
"43","ABI","LBB",276
"44","ABI","MSY",113
"45","ABQ","ABI",30
"46","ABQ","ALB",71
"47","ABQ","AMA",138
"48","ABQ","ATL",140015
"49","ABQ","AUS",1732
"50","ABQ","AZA",169
"51","ABQ","BDL",535
"52","ABQ","BFI",100
"53","ABQ","BHM",25
"54","ABQ","BIL",25
"55","ABQ","BNA",1178
"56","ABQ","BOI",176
"57","ABQ","BOS",492
"58","ABQ","BUF",16
"59","ABQ","BUR",1692
"60","ABQ","BWI",69042
"61","ABQ","CAK",363
"62","ABQ","CID",40
"63","ABQ","CLE",5
"64","ABQ","CLL",47
"65","ABQ","CLT",9274
"66","ABQ","CMH",596
"67","ABQ","CNM",781
"68","ABQ","COS",147
"69","ABQ","CRP",60
"70","ABQ","CYS",142
"71","ABQ","DAL",165203
"72","ABQ","DAY",2
"73","ABQ","DCA",6618
"74","ABQ","DEN",215665
"75","ABQ","DFW",274027
"76","ABQ","DSM",18
"77","ABQ","DTW",697
"78","ABQ","ELP",66
"79","ABQ","ENV",655
"80","ABQ","EWR",377
"81","ABQ","FAT",254
"82","ABQ","FLL",1315
"83","ABQ","FNL",143
"84","ABQ","FNT",43
"85","ABQ","FSD",2
"86","ABQ","GEG",381
"87","ABQ","GJT",5
"88","ABQ","GLH",107
"89","ABQ","HOU",105369
"90","ABQ","HRL",12
