"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ALB",21
"2","ABE","ATL",44080
"3","ABE","ATW",47
"4","ABE","AUS",13
"5","ABE","AVL",4
"6","ABE","AVP",2024
"7","ABE","AZO",14
"8","ABE","BHM",3
"9","ABE","BOS",6444
"10","ABE","BTR",31
"11","ABE","BTV",5
"12","ABE","BWI",25
"13","ABE","CAK",208
"14","ABE","CLE",26202
"15","ABE","CLT",58216
"16","ABE","CRW",27
"17","ABE","CVG",32545
"18","ABE","DAY",38
"19","ABE","DEN",132
"20","ABE","DSM",142
"21","ABE","DTW",34974
"22","ABE","FLL",1593
"23","ABE","FWA",76
"24","ABE","GNV",18
"25","ABE","GRR",50
"26","ABE","GSP",2
"27","ABE","IAD",25132
"28","ABE","ICT",288
"29","ABE","IDP",2
"30","ABE","IND",31
"31","ABE","JFK",48
"32","ABE","LGA",82
"33","ABE","MCI",9
"34","ABE","MCO",445
"35","ABE","MEM",108
"36","ABE","MGM",10
"37","ABE","MHT",8
"38","ABE","MKE",59
"39","ABE","MLI",16
"40","ABE","MOB",5
"41","ABE","MSY",160
"42","ABE","MYR",148
"43","ABE","OKC",26
"44","ABE","ORD",57214
"45","ABE","PHL",43874
"46","ABE","PHX",26
"47","ABE","PIE",8099
"48","ABE","PIT",15471
"49","ABE","SFB",30234
"50","ABE","STL",3
"51","ABE","SWF",1
"52","ABE","TUL",41
"53","ABE","TYS",12
"54","ABE","XNA",14
"55","ABI","ACT",29
"56","ABI","DFW",67398
"57","ABI","ENV",991
"58","ABI","IAH",15139
"59","ABI","IFP",291
"60","ABI","LAS",5785
"61","ABI","LBB",147
"62","ABI","MEM",206
"63","ABI","PHX",110
"64","ABI","RNO",99
"65","ABI","SAT",41
"66","ABQ","ACT",175
"67","ABQ","ALM",127
"68","ABQ","AMA",28220
"69","ABQ","ATL",150611
"70","ABQ","ATW",166
"71","ABQ","AUS",23703
"72","ABQ","BDL",460
"73","ABQ","BIL",151
"74","ABQ","BNA",17050
"75","ABQ","BOI",354
"76","ABQ","BOS",1128
"77","ABQ","BUR",4673
"78","ABQ","BWI",50062
"79","ABQ","BZN",19
"80","ABQ","CHD",237
"81","ABQ","CID",55
"82","ABQ","CLE",614
"83","ABQ","CLT",8
"84","ABQ","CMH",869
"85","ABQ","CNM",3478
"86","ABQ","COS",2927
"87","ABQ","COU",157
"88","ABQ","CPR",101
"89","ABQ","CRP",11
"90","ABQ","CVG",63034
"91","ABQ","CVN",1916
"92","ABQ","DAL",176958
"93","ABQ","DCA",3211
"94","ABQ","DEN",251852
"95","ABQ","DFW",307692
"96","ABQ","DSM",40
"97","ABQ","DTW",2556
"98","ABQ","EKO",80
"99","ABQ","ELP",47348
"100","ABQ","ENV",902
"101","ABQ","EUG",17
"102","ABQ","EWR",5116
"103","ABQ","FAR",78
"104","ABQ","FLL",4053
"105","ABQ","FMN",5467
"106","ABQ","FNL",98
"107","ABQ","FSD",17
"108","ABQ","FSM",124
"109","ABQ","GEG",35
"110","ABQ","HOB",1832
"111","ABQ","HOU",56629
"112","ABQ","HRL",668
"113","ABQ","IAD",10357
"114","ABQ","IAH",163591
"115","ABQ","ICT",188
"116","ABQ","IDA",43
"117","ABQ","IFP",409
"118","ABQ","IND",127
"119","ABQ","ISP",3296
"120","ABQ","JAC",15
"121","ABQ","JAN",41
"122","ABQ","JAX",627
"123","ABQ","JFK",375
"124","ABQ","LAR",129
"125","ABQ","LAS",182660
"126","ABQ","LAX",154661
"127","ABQ","LBB",18775
"128","ABQ","LGA",4137
"129","ABQ","LIT",200
"130","ABQ","LWS",26
"131","ABQ","MAF",19989
"132","ABQ","MCI",44455
"133","ABQ","MCO",64284
"134","ABQ","MDW",76508
"135","ABQ","MEM",262
"136","ABQ","MHT",301
"137","ABQ","MIA",20
"138","ABQ","MIB",30
"139","ABQ","MKE",59
"140","ABQ","MSO",176
"141","ABQ","MSP",86242
"142","ABQ","MSY",9981
"143","ABQ","MWH",100
"144","ABQ","NGU",30
"145","ABQ","OAK",84560
"146","ABQ","OKC",196
"147","ABQ","OMA",114
"148","ABQ","ONT",11751
"149","ABQ","ORD",117590
"150","ABQ","ORF",36
"151","ABQ","PDT",99
"152","ABQ","PDX",35176
"153","ABQ","PHL",73
"154","ABQ","PHX",451898
"155","ABQ","PIA",61
"156","ABQ","PIH",30
"157","ABQ","PIT",697
"158","ABQ","POB",8
"159","ABQ","PSC",248
"160","ABQ","PSP",242
"161","ABQ","PUB",115
"162","ABQ","PVD",1
"163","ABQ","PVU",98
"164","ABQ","RDD",199
"165","ABQ","RDU",196
"166","ABQ","RIC",175
"167","ABQ","RNO",4530
"168","ABQ","ROW",8372
"169","ABQ","RSW",83
"170","ABQ","SAN",75924
"171","ABQ","SAT",24220
"172","ABQ","SAV",114
"173","ABQ","SDF",170
"174","ABQ","SEA",41512
"175","ABQ","SFO",35589
"176","ABQ","SJC",9613
"177","ABQ","SLC",88659
"178","ABQ","SMF",7125
"179","ABQ","STL",20198
"180","ABQ","SVC",2335
"181","ABQ","TPA",33484
"182","ABQ","TUL",5166
"183","ABQ","TUS",54699
"184","ABQ","TYS",129
"185","ABR","DEN",926
"186","ABR","HON",6
"187","ABR","IFP",75
"188","ABR","JMS",1
"189","ABR","MSP",25538
"190","ABY","ATL",34697
"191","ABY","CAE",4
"192","ABY","MDW",7
"193","ABY","PIT",1
"194","ACK","BDR",17
"195","ACK","BOS",35954
"196","ACK","CHS",18
"197","ACK","CMH",23
"198","ACK","CTH",3
"199","ACK","DCA",2251
"200","ACK","DXR",15
"201","ACK","ELM",3
"202","ACK","EWB",10961
"203","ACK","EWR",5381
"204","ACK","FOK",5
"205","ACK","FRG",8
"206","ACK","GSP",7
"207","ACK","HFD",1
"208","ACK","HPN",737
"209","ACK","HYA",84414
"210","ACK","IAD",8
"211","ACK","LGA",8502
"212","ACK","MMU",18
"213","ACK","MVY",4025
"214","ACK","OXC",4
"215","ACK","PHL",1649
"216","ACK","PVD",7467
"217","ACK","RKD",2
"218","ACK","ROC",6
"219","ACK","TEB",760
"220","ACT","ABQ",91
"221","ACT","ADW",244
"222","ACT","BNA",46
"223","ACT","COU",36
"224","ACT","CVG",38
"225","ACT","DAL",167
"226","ACT","DEN",176
"227","ACT","DFW",51226
"228","ACT","FOE",191
"229","ACT","GRI",45
"230","ACT","IAH",19721
"231","ACT","IFP",283
"232","ACT","LBB",490
"233","ACT","MEM",185
"234","ACT","MHK",136
"235","ACT","MSY",45
"236","ACT","NPA",48
"237","ACT","OKC",134
"238","ACT","PIT",115
"239","ACT","RNO",238
"240","ACT","SAT",59
"241","ACT","SHV",63
"242","ACT","SWF",171
"243","ACT","SWO",163
"244","ACT","TUS",82
"245","ACV","CEC",1081
"246","ACV","LAX",25080
"247","ACV","MRY",28
"248","ACV","ONT",37
"249","ACV","PDX",8781
"250","ACV","RDD",1298
"251","ACV","SEA",1851
"252","ACV","SFO",55486
"253","ACV","SMF",9857
"254","ACY","ABQ",134
"255","ACY","AGS",1180
"256","ACY","ALB",2640
"257","ACY","APF",1
"258","ACY","ATL",7908
"259","ACY","ATW",16
"260","ACY","BED",105
"261","ACY","BHM",108
"262","ACY","BOS",2707
"263","ACY","BUF",3500
"264","ACY","CAE",1447
"265","ACY","CAK",2260
"266","ACY","CEF",664
"267","ACY","CHA",229
"268","ACY","CHS",578
"269","ACY","CID",7
"270","ACY","CLE",6051
"271","ACY","CLT",3447
"272","ACY","CMH",1034
"273","ACY","CRW",813
"274","ACY","CVG",12899
"275","ACY","CWA",456
"276","ACY","DAY",556
"277","ACY","DFW",2
"278","ACY","DSM",93
"279","ACY","DTW",15557
"280","ACY","ERI",779
"281","ACY","FAY",2150
"282","ACY","FLL",79901
"283","ACY","FWA",101
"284","ACY","GPT",24
"285","ACY","GRB",376
"286","ACY","GRR",759
"287","ACY","GSO",6035
"288","ACY","GTR",2
"289","ACY","GYY",90
"290","ACY","HPN",3
"291","ACY","ISO",1455
"292","ACY","JAX",1804
"293","ACY","JST",332
"294","ACY","LAS",1118
"295","ACY","LAX",882
"296","ACY","LBE",4409
"297","ACY","LGA",8
"298","ACY","MCO",96330
"299","ACY","MDW",8
"300","ACY","MHT",1139
"301","ACY","MKE",70
"302","ACY","MYR",47005
"303","ACY","ORD",121
"304","ACY","PBI",20856
"305","ACY","PGV",265
"306","ACY","PHL",1
"307","ACY","PIT",8766
"308","ACY","PVD",3485
"309","ACY","PWM",989
"310","ACY","RDU",3067
"311","ACY","RIC",919
"312","ACY","ROA",1014
"313","ACY","ROC",1118
"314","ACY","RSW",43040
"315","ACY","RWI",76
"316","ACY","SAV",114
"317","ACY","SBN",103
"318","ACY","SDF",435
"319","ACY","SFB",577
"320","ACY","SFO",995
"321","ACY","SFZ",4
"322","ACY","SJU",821
"323","ACY","STT",547
"324","ACY","SYR",2268
"325","ACY","TOL",72
"326","ACY","TPA",43810
"327","ACY","TYS",1097
"328","ACY","UCA",1670
"329","ACY","VNY",53
"330","ACY","YNG",5073
"331","ADS","APA",1
"332","ADS","IAD",9
"333","ADW","ABQ",36
"334","ADW","ACT",69
"335","ADW","BAD",75
"336","ADW","BHM",27
"337","ADW","BIL",54
"338","ADW","BNA",34
"339","ADW","CLE",39
"340","ADW","CLT",33
"341","ADW","CMH",32
"342","ADW","COU",37
"343","ADW","FLL",42
"344","ADW","FSM",64
"345","ADW","GCN",76
"346","ADW","GPT",81
"347","ADW","GSO",131
"348","ADW","HLG",35
"349","ADW","HVN",30
"350","ADW","IND",25
"351","ADW","MCI",16
"352","ADW","MCO",56
"353","ADW","MDW",66
"354","ADW","MEM",52
"355","ADW","MFE",42
"356","ADW","MGE",29
"357","ADW","MHK",43
"358","ADW","MHT",33
"359","ADW","MIA",42
"360","ADW","MKE",41
"361","ADW","MSP",80
"362","ADW","MSY",30
"363","ADW","MTC",28
"364","ADW","MXF",30
"365","ADW","NUQ",45
"366","ADW","PHL",32
"367","ADW","POB",33
"368","ADW","PWM",58
"369","ADW","RFD",4
"370","ADW","ROC",34
"371","ADW","ROW",48
"372","ADW","SAV",39
"373","ADW","SBN",32
"374","ADW","SCK",43
"375","ADW","SDF",24
"376","ADW","SRQ",30
"377","ADW","STL",56
"378","ADW","SWO",24
"379","ADW","SZL",75
"380","ADW","UXP",43
"381","ADW","WRB",22
"382","ADW","XSD",62
"383","AEX","ALB",6
"384","AEX","ATL",33455
"385","AEX","BOS",18
"386","AEX","DAL",61
"387","AEX","DFW",1011
"388","AEX","DQK",52
"389","AEX","EWR",104
"390","AEX","FNT",1
"391","AEX","GRK",45
"392","AEX","GRR",1
"393","AEX","HRL",593
"394","AEX","IAD",16
"395","AEX","IAH",61112
"396","AEX","ICT",1
"397","AEX","MCI",128
"398","AEX","MDT",111
"399","AEX","MEM",23264
"400","AEX","MIA",312
"401","AEX","MSP",365
"402","AEX","OKC",91
"403","AEX","ONT",140
"404","AEX","ORD",144
"405","AEX","PIA",1
"406","AEX","POB",1900
"407","AEX","PSM",115
"408","AEX","SAT",14
"409","AEX","SEA",530
"410","AEX","STL",6
"411","AEX","TCM",245
"412","AEX","TOL",53
"413","AEX","VCV",244
"414","AEX","VPS",4
"415","AEX","XNA",8
"416","AFW","CLT",787
"417","AFW","JQF",66
"418","AFW","MIA",133
"419","AGS","ACY",1449
"420","AGS","ATL",89966
