"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,350743
"2","ABI",32.4106481466667,-99.68111111,47096
"3","ABQ",35.040000002,-106.608277778,3041997
"4","ABR",45.4482870383333,-98.422175925,24205
"5","ABY",31.53388889,-84.195277775,44153
"6","ACK",41.253777782,-70.060055556,6610
"7","ACT",31.611805555,-97.229444445,61716
"8","ACV",40.978101855,-124.108287035,12777
"9","ACY",39.456944445,-74.57777778,309212
"10","AEX",31.325833335,-92.547777775,77773
"11","AGC",40.3545370333333,-79.9298148166667,NA
"12","AGS",33.3694444466667,-81.96444444,169956
"13","AKO",40.17555556,-103.22208333,222
"14","ALB",42.7475,-73.80361111,956904
"15","ALO",42.556527775,-92.4,40558
"16","ALW",46.094944444,-118.28811111,30977
"17","AMA",35.2246296266667,-101.71657407,429994
"18","APF",26.152444444,-81.775611112,34756
"19","APN",45.079861115,-83.558055555,10131
"20","ASE",39.222833334,-106.868666666,205448
"21","ATL",33.6384523814286,-84.4276190485714,35120126
"22","ATW",44.258000004,-88.519333336,203599
"23","ATY",44.9105555566667,-97.1543518533333,9054
"24","AUS",30.24625,-97.685694445,3280811
"25","AVL",35.43522222,-82.54211111,181715
"26","AVP",41.33861111,-75.72383333,110128
"27","AZO",42.235416665,-85.55263889,215108
"28","BDL",41.938703705,-72.683287035,2933711
"29","BEH",42.128444444,-86.427555554,5473
"30","BFF",41.87490741,-103.59925926,58
"31","BFI",47.529444445,-122.30069444,NA
"32","BFL",35.4325,-119.055555556667,42079
"33","BGM",42.207055554,-75.97761111,59255
"34","BGR",44.80763889,-68.82791667,32959
"35","BHM",33.5632638925,-86.754722225,1417020
"36","BIL",45.8075,-108.543055556667,282506
"37","BIS",46.775833335,-100.749166665,115290
"38","BJI",47.5098611075,-94.934166665,29412
"39","BLI",48.79361111,-122.53611111,65184
"40","BMI",40.47958333,-88.921666665,215064
"41","BNA",36.125555555,-86.68,4032331
"42","BOI",43.56486111,-116.22388889,1330164
"43","BOS",42.363333335,-71.00625,10383752
"44","BPT",29.95083333,-94.02013889,97193
"45","BQK",31.2589814833333,-81.46638889,24471
"46","BQN",18.4951851833333,-67.1296296266667,5202
"47","BRD",46.4011904771429,-94.1355555571429,19116
"48","BRL",40.78472222,-91.124444445,10819
"49","BRO",25.907444442,-97.426444444,69892
"50","BTM",45.952916665,-112.495694445,12481
"51","BTR",30.53266667,-91.150111112,407139
"52","BTV",44.47236111,-73.153194445,258662
"53","BUF",42.9406481516667,-78.7324074083333,1563272
"54","BUR",34.2001851866667,-118.358055556667,2364831
"55","BWI",39.175444444,-76.668888888,7863975
"56","BZN",45.778,-111.153111108,210411
"57","CAE",33.9386111133333,-81.1181481466667,392534
"58","CAK",40.914444445,-81.44263889,264416
"59","CGI",37.224444445,-89.57125,9375
"60","CGS",38.98055556,-76.9225,193
"61","CHA",35.035833335,-85.20361111,196468
"62","CHS",32.89888889,-80.039722225,638198
"63","CID",41.8845370333333,-91.7076851833333,403907
"64","CIU",46.246388885,-84.469305555,14771
"65","CLD",33.1285185166667,-117.279814813333,10604
"66","CLE",41.409722218,-81.853777776,5726142
"67","CLL",30.589027775,-96.364166665,90882
"68","CLM",48.119583335,-123.496666665,24669
"69","CLT",35.2155555566667,-80.9426851866667,9211408
"70","CMH",39.9963425916667,-82.8898148116667,3107134
"71","CMI",40.039305555,-88.27875,114974
"72","CMX",47.168055555,-88.48777778,27698
"73","COD",44.518055555,-109.025694445,15982
"74","COS",38.80736111,-104.705,1179908
"75","COU",38.816833334,-92.218944446,24473
"76","CPR",42.907277778,-106.46372222,35041
"77","CRP",27.77100694375,-97.50152777625,449453
"78","CRW",38.37388889,-81.59305556,118550
"79","CSG",32.516333334,-84.93888889,66760
"80","CVG",39.048333335,-84.668194445,7219986
"81","CWA",44.77986111,-89.66291667,127895
"82","CYS",41.155694445,-104.81138889,585
"83","DAB",29.1816666666667,-81.05453704,269930
"84","DAL",32.8470370333333,-96.85212963,3408480
"85","DAY",39.901666665,-84.21972222,929753
"86","DBQ",42.40597222,-90.710138885,40443
"87","DCA",38.851666666,-77.037611112,6648401
