"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","1B1",42.29013889,-73.71027778,9
"2","1G4",35.988194445,-113.816666665,16924
"3","ABE",40.65272222,-75.440000002,425121
"4","ABI",32.4106481466667,-99.68111111,80381
"5","ABQ",35.040000002,-106.608277778,2766867
"6","ABR",45.4482870383333,-98.422175925,24501
"7","ABY",31.53388889,-84.195277775,33625
"8","ACK",41.253777782,-70.060055556,163157
"9","ACT",31.611805555,-97.229444445,61135
"10","ACV",40.978101855,-124.108287035,70400
"11","ACY",39.456944445,-74.57777778,660497
"12","ADM",34.303833336,-97.020388892,60
"13","ADS",32.96847222,-96.83625,1
"14","ADW",38.81083333,-76.866999996,476
"15","AEX",31.325833335,-92.547777775,139682
"16","AFK",40.6062962983333,-95.86689815,2
"17","AFW",32.9884126985714,-97.31892857,1096
"18","AGC",40.3545370333333,-79.9298148166667,202
"19","AGS",33.3694444466667,-81.96444444,267487
"20","AHN",33.948555554,-83.326277776,1608
"21","AIA",42.052999998,-102.804333334,1730
"22","AIK",33.64972222,-81.68486111,50
"23","AL2",33.17736111,-86.783055555,2
"24","ALB",42.7475,-73.80361111,1211935
"25","ALM",32.8399999983333,-105.990370371667,388
"26","ALO",42.556527775,-92.4,22113
"27","ALS",37.435333334,-105.867111114,7104
"28","ALW",46.094944444,-118.28811111,32135
"29","AMA",35.2246296266667,-101.71657407,392813
"30","AMW",41.993055555,-93.620138885,1
"31","ANB",33.588500004,-85.857611114,462
"32","AND",34.494027775,-82.70972222,298
"33","ANP",38.94277778,-76.56861111,6
"34","AOO",40.296805555,-78.32,4104
"35","APA",39.571458335,-104.84861111,39
"36","APC",38.21263889,-122.28027778,34
"37","APF",26.152444444,-81.775611112,5
"38","APN",45.079861115,-83.558055555,12189
"39","ARA",30.0376851866667,-91.88388889,67
"40","ART",43.991722218,-76.020277778,4409
"41","ASE",39.222833334,-106.868666666,221095
"42","ASH",42.78101852,-71.5127777766667,7
"43","AST",46.15888889,-123.879305555,216
"44","ATL",33.6384523814286,-84.4276190485714,39485948
"45","ATW",44.258000004,-88.519333336,242193
"46","ATY",44.9105555566667,-97.1543518533333,8979
"47","AUG",44.31930556,-69.796944445,5569
"48","AUO",32.61513889,-85.432916665,29
"49","AUS",30.24625,-97.685694445,4427251
"50","AUZ",41.771388885,-88.47416667,26
"51","AVL",35.43522222,-82.54211111,361537
"52","AVP",41.33861111,-75.72383333,228232
"53","AZA",33.30777778,-111.65555556,502102
"54","AZO",42.235416665,-85.55263889,148603
"55","BAF",42.158444448,-72.715944442,272
"56","BCE",37.70638889,-112.145277775,27
"57","BCT",26.37083333,-80.10833333,17
"58","BDL",41.938703705,-72.683287035,2747751
"59","BDR",41.16375,-73.125277775,39
"60","BDY",43.086944445,-124.408055555,14
"61","BED",42.470166666,-71.289222224,7803
"62","BEH",42.128444444,-86.427555554,4
"63","BFD",41.80263889,-78.63972222,2905
"64","BFF",41.87490741,-103.59925926,9836
"65","BFI",47.529444445,-122.30069444,31167
"66","BFK",39.70166667,-104.75166667,NA
"67","BFL",35.4325,-119.055555556667,146474
"68","BFM",30.62652778,-88.06805556,753
"69","BFT",32.41208333,-80.63458333,2
"70","BGM",42.207055554,-75.97761111,108165
"71","BGR",44.80763889,-68.82791667,214537
"72","BHB",44.449305555,-68.36166667,12322
"73","BHM",33.5632638925,-86.754722225,1427832
"74","BID",41.167361115,-71.578472225,9970
"75","BIF",31.84944444,-106.37972222,515
"76","BIL",45.8075,-108.543055556667,407149
"77","BIS",46.775833335,-100.749166665,197018
"78","BJC",39.90888889,-105.11722222,5
"79","BJI",47.5098611075,-94.934166665,23850
"80","BKG",36.53194444,-93.20055556,102089
