"","ORIGIN","DEST","PASSENGERS"
"1","ABE","ABQ",31
"2","ABE","ATL",52728
"3","ABE","BHM",21
"4","ABE","BNA",372
"5","ABE","BOS",2948
"6","ABE","CLE",7521
"7","ABE","CLT",41447
"8","ABE","CMH",207
"9","ABE","COS",11
"10","ABE","CVG",21603
"11","ABE","DAY",14
"12","ABE","DCA",840
"13","ABE","DEN",124
"14","ABE","DFW",1752
"15","ABE","DTW",54656
"16","ABE","EWR",35
"17","ABE","FAY",2
"18","ABE","FLL",279
"19","ABE","FSD",24
"20","ABE","GRB",20
"21","ABE","GRR",120
"22","ABE","GSP",127
"23","ABE","HOU",517
"24","ABE","IAD",8
"25","ABE","IAH",240
"26","ABE","ICT",11
"27","ABE","ILM",6
"28","ABE","IND",126
"29","ABE","LAN",11
"30","ABE","LEX",73
"31","ABE","LIT",74
"32","ABE","LNK",15
"33","ABE","MBS",21
"34","ABE","MCI",182
"35","ABE","MCO",1
"36","ABE","MDT",4793
"37","ABE","MDW",1918
"38","ABE","MEM",410
"39","ABE","MIA",5
"40","ABE","MKE",70
"41","ABE","MLB",173
"42","ABE","MSN",66
"43","ABE","MSP",266
"44","ABE","MSY",277
"45","ABE","OKC",44
"46","ABE","OMA",36
"47","ABE","ORD",91758
"48","ABE","PBI",108
"49","ABE","PHL",251
"50","ABE","PIT",94215
"51","ABE","PNS",32
"52","ABE","RDU",4583
"53","ABE","SBN",443
"54","ABE","SDF",98
"55","ABE","STL",2607
"56","ABE","TLH",40
"57","ABE","TOL",101
"58","ABE","TPA",117
"59","ABE","TYS",10
"60","ABE","VPS",9
"61","ABI","DFW",15917
"62","ABI","EKO",528
"63","ABQ","ALB",360
"64","ABQ","ALM",1850
"65","ABQ","AMA",42917
"66","ABQ","ATL",41021
"67","ABQ","AUS",919
"68","ABQ","BDL",740
"69","ABQ","BFI",2
"70","ABQ","BHM",176
"71","ABQ","BIL",31
"72","ABQ","BIS",123
"73","ABQ","BOI",379
"74","ABQ","BOS",4267
"75","ABQ","BTV",68
"76","ABQ","BUF",128
"77","ABQ","BUR",14634
"78","ABQ","BWI",2194
"79","ABQ","BZN",400
"80","ABQ","CHS",25
"81","ABQ","CID",124
"82","ABQ","CLE",426
"83","ABQ","CLT",233
"84","ABQ","CMH",4736
"85","ABQ","CNM",4286
"86","ABQ","COS",7957
"87","ABQ","COU",77
"88","ABQ","CVG",33824
"89","ABQ","CVN",2500
"90","ABQ","DAL",193903
"91","ABQ","DCA",17753
"92","ABQ","DEN",267658
"93","ABQ","DFW",379184
"94","ABQ","DSM",366
"95","ABQ","DTW",228
"96","ABQ","EKO",834
"97","ABQ","ELP",97274
"98","ABQ","EWR",2379
"99","ABQ","FAR",77
"100","ABQ","FLL",67
"101","ABQ","FMN",18834
"102","ABQ","FSD",80
"103","ABQ","GEG",779
"104","ABQ","GRR",227
"105","ABQ","GSO",16
"106","ABQ","GSP",8
"107","ABQ","HOB",18
"108","ABQ","HOU",12343
"109","ABQ","HPN",33
"110","ABQ","HRL",916
"111","ABQ","IAD",354
"112","ABQ","IAH",136395
"113","ABQ","ICT",67
"114","ABQ","IND",1025
"115","ABQ","ISP",183
"116","ABQ","JAC",2
"117","ABQ","JAX",9
"118","ABQ","JFK",562
"119","ABQ","LAS",167217
"120","ABQ","LAX",182207
"121","ABQ","LBB",28287
"122","ABQ","LGA",1855
"123","ABQ","LIT",2806
"124","ABQ","LNK",49
"125","ABQ","LRU",2539
"126","ABQ","MAF",17570
"127","ABQ","MCI",29421
"128","ABQ","MCO",894
"129","ABQ","MDT",188
"130","ABQ","MDW",25270
"131","ABQ","MFE",8
"132","ABQ","MIA",270
"133","ABQ","MKE",52
"134","ABQ","MSN",464
"135","ABQ","MSO",42
"136","ABQ","MSP",73431
"137","ABQ","MSY",5023
"138","ABQ","OAK",24433
"139","ABQ","OKC",3147
"140","ABQ","OMA",1268
"141","ABQ","ONT",18811
"142","ABQ","ORD",116248
"143","ABQ","ORF",17
"144","ABQ","PBI",49
"145","ABQ","PDX",8269
"146","ABQ","PHL",2244
"147","ABQ","PHX",485034
"148","ABQ","PIT",57776
"149","ABQ","PNS",38
"150","ABQ","PVD",170
"151","ABQ","RIC",28
"152","ABQ","RNO",9243
"153","ABQ","ROC",62
"154","ABQ","ROW",12947
"155","ABQ","RSW",79
"156","ABQ","SAN",68144
"157","ABQ","SAT",5
"158","ABQ","SDF",332
"159","ABQ","SEA",3589
"160","ABQ","SFO",60531
"161","ABQ","SGF",5
"162","ABQ","SJC",20650
"163","ABQ","SLC",85416
"164","ABQ","SMF",13690
"165","ABQ","SNA",5512
"166","ABQ","STL",137761
"167","ABQ","SVC",1452
"168","ABQ","SWF",12
"169","ABQ","SYR",310
"170","ABQ","TPA",166
"171","ABQ","TUL",839
"172","ABQ","TUS",799
"173","ABQ","TYS",445
"174","ABY","ATL",36605
"175","ACK","BOS",27457
"176","ACK","EWR",10470
"177","ACK","HYA",3723
"178","ACK","LGA",3233
"179","ACK","MVY",889
"180","ACT","CLL",7
"181","ACT","DFW",43404
"182","ACT","EKO",1680
"183","ACT","IAH",5410
"184","ACT","ILE",23
"185","ACV","CLM",5
"186","ACV","EAT",1
"187","ACV","EKO",246
"188","ACV","MFR",9
"189","ACV","PDX",6921
"190","ACV","RDD",824
"191","ACV","SEA",2980
"192","ACY","BOS",29815
"193","ACY","CMH",159
"194","ACY","DTW",36802
"195","ACY","EWR",19761
"196","ACY","FLL",28358
"197","ACY","LGA",2071
"198","ACY","MCO",16347
"199","ACY","PHL",15816
"200","ACY","RSW",5567
"201","AGS","ATL",157835
"202","AGS","CHA",118
"203","AGS","CLT",1388
"204","AGS","HSV",7
"205","AGS","IAD",12
"206","AGS","LIT",32
"207","AGS","MCI",26
"208","AGS","MKE",2
"209","AGS","PIT",33
"210","AGS","SAV",32
"211","AGS","STL",30
"212","AKO","EKO",425
"213","ALB","ATL",75835
"214","ALB","AUS",303
"215","ALB","BNA",220
"216","ALB","BOS",17041
"217","ALB","BTV",18
"218","ALB","BUF",14869
"219","ALB","BWI",14605
"220","ALB","CHA",29
"221","ALB","CID",56
"222","ALB","CLE",998
"223","ALB","CLT",57934
"224","ALB","CMH",21
"225","ALB","CRW",19
"226","ALB","CVG",38637
"227","ALB","DAY",3
"228","ALB","DCA",58891
"229","ALB","DEN",311
"230","ALB","DFW",158
"231","ALB","DSM",35
"232","ALB","DTW",74482
"233","ALB","EWR",47032
"234","ALB","FLL",1445
"235","ALB","GRB",31
"236","ALB","GRR",138
"237","ALB","GSO",373
"238","ALB","IAH",1004
"239","ALB","ILM",48
"240","ALB","IND",375
"241","ALB","JAX",174
"242","ALB","JFK",8681
"243","ALB","LAS",202
"244","ALB","LEX",26
"245","ALB","LGA",9805
"246","ALB","LNK",3
"247","ALB","MCI",301
"248","ALB","MCO",30807
"249","ALB","MEM",201
"250","ALB","MIA",2079
"251","ALB","MKE",2
"252","ALB","MSN",18
"253","ALB","MSP",531
"254","ALB","MSY",489
"255","ALB","OAK",64
"256","ALB","OKC",73
"257","ALB","OMA",11
"258","ALB","ONT",87
"259","ALB","ORD",177497
"260","ALB","ORF",740
"261","ALB","PBI",3912
"262","ALB","PDX",36
"263","ALB","PHF",1
"264","ALB","PHL",73190
"265","ALB","PHX",399
"266","ALB","PIT",110012
"267","ALB","PVD",261
"268","ALB","PWM",2057
"269","ALB","RDU",7375
"270","ALB","ROC",144
"271","ALB","RST",21
"272","ALB","RSW",1253
"273","ALB","SAT",99
"274","ALB","SDF",380
"275","ALB","SEA",295
"276","ALB","SMF",78
"277","ALB","STL",506
"278","ALB","SYR",56
"279","ALB","TLH",2
"280","ALB","TPA",3868
"281","ALB","TRI",73
"282","ALB","TUL",3
"283","ALM","ABQ",644
"284","ALM","LRU",817
"285","ALM","SVC",3
"286","ALO","CID",43
"287","ALO","DBQ",73
"288","ALO","EKO",520
"289","ALO","ORD",6660
"290","ALO","STL",20262
