"","ORIGIN","DEST","PASSENGERS"
"1","1B1","HTO",3
"2","1G4","BLD",35047
"3","1G4","DQS",121
"4","1G4","GCN",46
"5","1G4","HSH",18
"6","1G4","LAS",45
"7","1G4","PGA",262
"8","1G4","VGT",8168
"9","1NY","HPN",1
"10","6B0","PCT",1
"11","ABE","ATL",50219
"12","ABE","AVL",54
"13","ABE","BHM",8
"14","ABE","BNA",13
"15","ABE","BOS",2
"16","ABE","CAE",1
"17","ABE","CHA",1
"18","ABE","CHS",130
"19","ABE","CLT",49127
"20","ABE","DAB",17
"21","ABE","DSM",2
"22","ABE","DTW",31352
"23","ABE","EWR",264
"24","ABE","FWA",1
"25","ABE","GPT",99
"26","ABE","GSO",8
"27","ABE","GSP",207
"28","ABE","HPN",2
"29","ABE","IAD",50
"30","ABE","IFP",281
"31","ABE","JAN",6
"32","ABE","JFK",2
"33","ABE","LAN",24
"34","ABE","LAS",194
"35","ABE","LGA",55
"36","ABE","MCO",34
"37","ABE","MEM",13
"38","ABE","MKE",37
"39","ABE","MLB",4
"40","ABE","MYR",7674
"41","ABE","OAJ",3
"42","ABE","OMA",2
"43","ABE","ORD",32339
"44","ABE","PGD",15985
"45","ABE","PHL",34672
"46","ABE","PIE",25665
"47","ABE","RIC",33
"48","ABE","SAT",5
"49","ABE","SAV",55
"50","ABE","SDF",25
"51","ABE","SFB",48070
"52","ABE","STL",11
"53","ABE","TRI",1
"54","ABE","TYS",7
"55","ABE","UTM",273
"56","ABE","XNA",4
"57","ABI","AMA",316
"58","ABI","ATL",137
"59","ABI","BPT",102
"60","ABI","DFW",91672
"61","ABI","ENV",486
"62","ABI","FLG",108
"63","ABI","IFP",586
"64","ABI","MAF",43
"65","ABI","MGM",116
"66","ABI","SJT",47
"67","ABI","UTM",40
"68","ABQ","ABI",6
"69","ABQ","ALB",189
"70","ABQ","AMA",32
"71","ABQ","ATL",138960
"72","ABQ","AUS",2907
"73","ABQ","BDL",353
"74","ABQ","BGR",3
"75","ABQ","BHM",309
"76","ABQ","BKG",14
"77","ABQ","BNA",422
"78","ABQ","BOI",228
"79","ABQ","BOS",4789
"80","ABQ","BUF",31
"81","ABQ","BUR",2315
"82","ABQ","BWI",66996
"83","ABQ","CAK",144
"84","ABQ","CHS",312
"85","ABQ","CLE",55
"86","ABQ","CLT",388
"87","ABQ","CMH",279
"88","ABQ","CNM",1779
"89","ABQ","COS",128
"90","ABQ","CRP",798
"91","ABQ","DAL",189333
"92","ABQ","DCA",4926
"93","ABQ","DEN",180992
"94","ABQ","DFW",296438
"95","ABQ","DSM",14
"96","ABQ","DTW",198
"97","ABQ","ECP",83
"98","ABQ","ELP",59
"99","ABQ","ENV",759
"100","ABQ","EWR",29
"101","ABQ","EYW",43
"102","ABQ","FAT",421
"103","ABQ","FLL",648
"104","ABQ","FNL",137
"105","ABQ","GEG",314
"106","ABQ","GRR",92
"107","ABQ","GSP",76
"108","ABQ","HOU",98971
"109","ABQ","HRL",14
"110","ABQ","IAD",7106
"111","ABQ","IAH",77190
"112","ABQ","ICT",46
"113","ABQ","IFP",973
"114","ABQ","IND",346
"115","ABQ","ISP",160
"116","ABQ","JAC",4
"117","ABQ","JAX",79
"118","ABQ","JFK",37366
"119","ABQ","LAM",2837
"120","ABQ","LAR",129
"121","ABQ","LAS",156371
"122","ABQ","LAX",154254
"123","ABQ","LBB",17
"124","ABQ","LGA",53
"125","ABQ","LGB",115
"126","ABQ","LGU",127
"127","ABQ","LIT",199
"128","ABQ","MAF",12
"129","ABQ","MCI",33999
"130","ABQ","MCO",12384
"131","ABQ","MDW",80340
"132","ABQ","MHT",413
"133","ABQ","MKE",450
"134","ABQ","MSN",16
"135","ABQ","MSP",46819
"136","ABQ","MSY",1377
"137","ABQ","OAK",74050
"138","ABQ","OKC",523
"139","ABQ","OMA",3
"140","ABQ","ONT",1744
"141","ABQ","ORD",59254
"142","ABQ","PDX",32315
"143","ABQ","PHL",976
"144","ABQ","PHX",327242
"145","ABQ","PIT",939
"146","ABQ","PSP",86
"147","ABQ","PVD",167
"148","ABQ","PWM",4
"149","ABQ","RDU",96
"150","ABQ","RNO",3055
"151","ABQ","RSW",80
"152","ABQ","SAN",68943
"153","ABQ","SAT",6527
"154","ABQ","SAV",5
"155","ABQ","SBA",34
"156","ABQ","SDF",41
"157","ABQ","SEA",58133
"158","ABQ","SFO",19977
"159","ABQ","SJC",4283
"160","ABQ","SJU",48
"161","ABQ","SLC",68339
"162","ABQ","SMF",6160
"163","ABQ","SNA",1785
"164","ABQ","STL",5770
"165","ABQ","TPA",2731
"166","ABQ","TUL",1536
"167","ABQ","TUS",731
"168","ABQ","WRB",63
"169","ABR","MSP",26388
"170","ABY","ATL",31251
"171","ACK","AGC",1
"172","ACK","BAF",4
"173","ACK","BDR",74
"174","ACK","BED",52
"175","ACK","BGR",1
"176","ACK","BHB",8
"177","ACK","BOS",33072
"178","ACK","BVY",17
"179","ACK","CDW",12
"180","ACK","CON",20
"181","ACK","DAN",2
"182","ACK","DCA",4616
"183","ACK","DXR",19
"184","ACK","ESN",2
"185","ACK","EWB",5744
"186","ACK","EWR",7089
"187","ACK","FID",1
"188","ACK","FOK",19
"189","ACK","FRG",27
"190","ACK","FRY",6
"191","ACK","GAI",8
"192","ACK","GED",1
"193","ACK","GON",2
"194","ACK","HFD",7
"195","ACK","HPN",4521
"196","ACK","HTO",20
"197","ACK","HVN",3
"198","ACK","HYA",78469
"199","ACK","IAD",10
"200","ACK","ISS",10
"201","ACK","JFK",27622
"202","ACK","LEB",4
"203","ACK","LEW",13
"204","ACK","LGA",1314
"205","ACK","LUK",95
"206","ACK","MA5",1
"207","ACK","MMU",26
"208","ACK","MTN",1
"209","ACK","MVY",3636
"210","ACK","NAD",6
"211","ACK","NJ5",1
"212","ACK","NPT",6
"213","ACK","NY1",2
"214","ACK","NY2",2
"215","ACK","OCE",4
"216","ACK","OWD",47
"217","ACK","OXC",31
"218","ACK","PCT",2
"219","ACK","PNE",4
"220","ACK","PSM",5
"221","ACK","PVC",1
"222","ACK","PVD",1353
"223","ACK","PWM",9
"224","ACK","PYM",2
"225","ACK","RKD",4
"226","ACK","SEG",4
"227","ACK","TEB",1509
"228","ACK","TTN",2
"229","ACK","VT2",1
"230","ACK","VWK",16
"231","ACK","WST",3
"232","ACK","ZXU",3
"233","ACT","AMA",166
"234","ACT","BNA",81
"235","ACT","BUF",195
"236","ACT","CAE",34
"237","ACT","CKB",336
"238","ACT","DFW",63777
"239","ACT","DSM",161
"240","ACT","ENV",289
"241","ACT","FOE",251
"242","ACT","IFP",199
"243","ACT","LEX",71
"244","ACT","MHK",195
"245","ACT","OAK",73
"246","ACT","OKC",156
"247","ACT","SBN",93
"248","ACT","SNA",117
"249","ACT","SWO",147
"250","ACT","TYR",11
"251","ACT","UTM",182
"252","ACT","YIP",55
"253","ACV","CEC",743
"254","ACV","SFO",45596
"255","ACV","SMF",5344
"256","ACY","AGC",115
"257","ACY","AGS",595
"258","ACY","ALB",735
"259","ACY","ATL",24795
"260","ACY","AVP",64
"261","ACY","BDL",73
"262","ACY","BHM",310
"263","ACY","BNA",254
"264","ACY","BOS",18155
"265","ACY","BTV",3
"266","ACY","BUF",1477
"267","ACY","BWI",104
"268","ACY","CAE",889
"269","ACY","CAK",29
"270","ACY","CEF",849
"271","ACY","CHA",288
"272","ACY","CHS",717
"273","ACY","CLE",2261
"274","ACY","CLT",2061
"275","ACY","CMH",689
"276","ACY","CRW",698
"277","ACY","CVG",284
"278","ACY","DAY",252
"279","ACY","DFW",177
"280","ACY","DTW",14406
"281","ACY","FAY",736
"282","ACY","FLL",139479
"283","ACY","FRG",6355
"284","ACY","FWA",66
"285","ACY","GRB",158
"286","ACY","GRR",340
"287","ACY","GSO",2022
"288","ACY","GSP",597
"289","ACY","HPN",56
"290","ACY","HTO",5
"291","ACY","IAD",298
"292","ACY","IAH",5304
"293","ACY","ICT",56
"294","ACY","ILM",635
"295","ACY","IND",132
"296","ACY","ISO",1479
"297","ACY","ISP",456
"298","ACY","JAX",679
"299","ACY","JST",205
"300","ACY","LBE",1778
"301","ACY","LYH",13
"302","ACY","MBS",21
"303","ACY","MCO",113386
"304","ACY","MDT",37
"305","ACY","MDW",641
"306","ACY","MEM",97
"307","ACY","MHT",701
"308","ACY","MKE",258
"309","ACY","MLB",14
"310","ACY","MQT",116
"311","ACY","MSY",149
"312","ACY","MYR",50047
"313","ACY","OKC",129
"314","ACY","ORD",21392
"315","ACY","ORF",1057
"316","ACY","PBG",224
"317","ACY","PBI",27269
"318","ACY","PGD",29
"319","ACY","PHF",5
"320","ACY","PIA",151
"321","ACY","PIE",89
"322","ACY","PIT",3240
"323","ACY","PVD",1201
"324","ACY","PWM",776
"325","ACY","RDU",1695
"326","ACY","RIC",1697
"327","ACY","RME",166
"328","ACY","ROA",403
"329","ACY","ROC",670
"330","ACY","RSW",71451
"331","ACY","SAT",86
"332","ACY","SDF",813
"333","ACY","SFB",939
"334","ACY","SRQ",28
"335","ACY","STL",55
"336","ACY","SWF",157
"337","ACY","SYR",1190
"338","ACY","TOL",66
"339","ACY","TPA",49744
"340","ACY","TRI",378
"341","ACY","TYS",363
"342","ACY","UST",39
"343","ACY","UTM",61
"344","ACY","YNG",1782
"345","ADW","PIT",30
"346","ADW","TEB",9
"347","AEX","ATL",57574
"348","AEX","AZA",24
"349","AEX","BED",26
"350","AEX","BOS",31
"351","AEX","BRO",11894
"352","AEX","BUF",38
"353","AEX","CSG",1026
"354","AEX","DAL",920
"355","AEX","DFW",37792
"356","AEX","ELP",270
"357","AEX","EWR",1014
"358","AEX","GFK",18
"359","AEX","GYY",103
"360","AEX","HLM",110
"361","AEX","IAH",32490
"362","AEX","JAN",47
"363","AEX","KIP",68
"364","AEX","LAW",132
"365","AEX","LCH",12
"366","AEX","LFT",31
"367","AEX","LRD",79
"368","AEX","MDT",831
"369","AEX","MIA",314
"370","AEX","MOB",16
"371","AEX","MSP",418
"372","AEX","OMA",162
"373","AEX","PAH",4
"374","AEX","PGD",3
"375","AEX","SAT",806
"376","AEX","SFB",124
"377","AEX","SHV",49
"378","AEX","TOL",176
"379","AEX","TYR",23
"380","AFW","BWI",55
"381","AFW","DFW",63
"382","AFW","IND",283
"383","AFW","JQF",1044
"384","AGC","ACK",2
"385","AGC","ACY",115
"386","AGC","BMG",23
"387","AGC","HPN",4
"388","AGC","RIC",27
"389","AGS","ABE",1
"390","AGS","ACY",526
"391","AGS","ATL",155690
"392","AGS","AVP",2
"393","AGS","BUF",1
"394","AGS","BWI",1
"395","AGS","CHS",99
"396","AGS","CLT",98978
"397","AGS","CMH",2
"398","AGS","DAL",33
"399","AGS","DCA",5026
"400","AGS","DSM",10
"401","AGS","GPT",477
"402","AGS","GSO",1
"403","AGS","HPN",15
"404","AGS","IAD",44
"405","AGS","IND",1
"406","AGS","JAN",2
"407","AGS","LGA",737
"408","AGS","MEM",155
"409","AGS","MKE",25
"410","AGS","ORF",6
"411","AGS","PHL",454
"412","AGS","RDU",21
"413","AGS","RIC",92
"414","AGS","SAT",17
"415","AGS","SAV",68
"416","AGS","STL",3
"417","AGS","SYR",11
"418","AGS","TEB",1
"419","AGS","TPA",30
"420","AGS","UTM",497
"421","AHN","BNA",1434
"422","AHN","CLL",39
"423","AHN","GVL",7
