"","AIRPORT","LATITUDE","LONGITUDE","PASSENGERS"
"1","ABE",40.65272222,-75.440000002,406246
"2","ABI",32.4106481466667,-99.68111111,56788
"3","ABQ",35.040000002,-106.608277778,3034279
"4","ABR",45.4482870383333,-98.422175925,23917
"5","ABY",31.53388889,-84.195277775,39384
"6","ACK",41.253777782,-70.060055556,6321
"7","ACT",31.611805555,-97.229444445,61411
"8","ACV",40.978101855,-124.108287035,11962
"9","ACY",39.456944445,-74.57777778,283497
"10","ADW",38.81083333,-76.866999996,46
"11","AEX",31.325833335,-92.547777775,83018
"12","AFW",32.9884126985714,-97.31892857,NA
"13","AGS",33.3694444466667,-81.96444444,165353
"14","AKO",40.17555556,-103.22208333,262
"15","ALB",42.7475,-73.80361111,1225237
"16","ALN",38.890833335,-90.04722222,NA
"17","ALO",42.556527775,-92.4,28507
"18","ALW",46.094944444,-118.28811111,31478
"19","AMA",35.2246296266667,-101.71657407,432203
"20","APF",26.152444444,-81.775611112,36171
"21","APN",45.079861115,-83.558055555,10587
"22","ASE",39.222833334,-106.868666666,198723
"23","ATL",33.6384523814286,-84.4276190485714,35910300
"24","ATW",44.258000004,-88.519333336,235929
"25","ATY",44.9105555566667,-97.1543518533333,6866
"26","AUS",30.24625,-97.685694445,3600319
"27","AVL",35.43522222,-82.54211111,222452
"28","AVP",41.33861111,-75.72383333,123920
"29","AZO",42.235416665,-85.55263889,224758
"30","BCE",37.70638889,-112.145277775,NA
"31","BDL",41.938703705,-72.683287035,3493985
"32","BED",42.470166666,-71.289222224,523
"33","BEH",42.128444444,-86.427555554,2776
"34","BFF",41.87490741,-103.59925926,NA
"35","BFI",47.529444445,-122.30069444,261
"36","BFL",35.4325,-119.055555556667,29326
"37","BGM",42.207055554,-75.97761111,60240
"38","BGR",44.80763889,-68.82791667,59201
"39","BHM",33.5632638925,-86.754722225,1458097
"40","BIL",45.8075,-108.543055556667,285146
"41","BIS",46.775833335,-100.749166665,133057
"42","BJI",47.5098611075,-94.934166665,28421
"43","BLI",48.79361111,-122.53611111,75431
"44","BLV",38.54402778,-89.843194445,14267
"45","BMG",39.1420370366667,-86.61537037,294
"46","BMI",40.47958333,-88.921666665,234738
"47","BNA",36.125555555,-86.68,4338000
"48","BOI",43.56486111,-116.22388889,1421178
"49","BOS",42.363333335,-71.00625,10814352
"50","BPT",29.95083333,-94.02013889,89487
"51","BQK",31.2589814833333,-81.46638889,20980
"52","BQN",18.4951851833333,-67.1296296266667,35389
"53","BRD",46.4011904771429,-94.1355555571429,20143
"54","BRL",40.78472222,-91.124444445,3633
"55","BRO",25.907444442,-97.426444444,66641
"56","BTL",42.30777778,-85.24888889,162
"57","BTM",45.952916665,-112.495694445,13240
"58","BTR",30.53266667,-91.150111112,411825
"59","BTV",44.47236111,-73.153194445,279408
"60","BUF",42.9406481516667,-78.7324074083333,1898704
"61","BUR",34.2001851866667,-118.358055556667,2377720
"62","BWI",39.175444444,-76.668888888,8893549
"63","BZN",45.778,-111.153111108,213981
"64","CAE",33.9386111133333,-81.1181481466667,434533
"65","CAK",40.914444445,-81.44263889,283034
"66","CEF",42.195833335,-72.53263889,NA
"67","CGI",37.224444445,-89.57125,3077
"68","CHA",35.035833335,-85.20361111,229301
"69","CHO",38.13961111,-78.452611112,15966
"70","CHS",32.89888889,-80.039722225,650278
"71","CID",41.8845370333333,-91.7076851833333,454302
"72","CIU",46.246388885,-84.469305555,15516
"73","CKB",39.296888892,-80.228111112,354
"74","CKV",36.621388885,-87.41472222,NA
"75","CLE",41.409722218,-81.853777776,5892753
"76","CLL",30.589027775,-96.364166665,88558
"77","CLM",48.119583335,-123.496666665,22198
"78","CLT",35.2155555566667,-80.9426851866667,9972059
"79","CMH",39.9963425916667,-82.8898148116667,3091745
"80","CMI",40.039305555,-88.27875,120216
"81","CMX",47.168055555,-88.48777778,31187
"82","COD",44.518055555,-109.025694445,16952
"83","COS",38.80736111,-104.705,1132433
"84","COU",38.816833334,-92.218944446,23620
"85","CPR",42.907277778,-106.46372222,31711
"86","CRP",27.77100694375,-97.50152777625,439427
"87","CRW",38.37388889,-81.59305556,141566
"88","CSG",32.516333334,-84.93888889,62410
"89","CVG",39.048333335,-84.668194445,9506752
"90","CWA",44.77986111,-89.66291667,113513
"91","CYS",41.155694445,-104.81138889,831
"92","DAB",29.1816666666667,-81.05453704,259438
"93","DAL",32.8470370333333,-96.85212963,3587844
"94","DAY",39.901666665,-84.21972222,1033832
"95","DBQ",42.40597222,-90.710138885,41374
"96","DCA",38.851666666,-77.037611112,6970616
"97","DEC",39.834305555,-88.867083335,13826
"98","DEN",39.818055555,-104.77638889,17312832
"99","DET",42.4084259266667,-83.0094444433333,124598
"100","DFW",32.896527775,-97.037083335,25465657
"101","DHN",31.320555555,-85.448888885,58272
"102","DLH",46.8421296266667,-92.1925925933333,138979
"103","DRO",37.1550925933333,-107.749074073333,57433
"104","DSM",41.5339814833333,-93.6590740766667,733303
"105","DTW",42.214583335,-83.348888885,15108195
"106","EAT",47.398722224,-120.206666664,48781
"107","EAU",44.8649074033333,-91.4862037033333,21223
"108","EFD",29.60722222,-95.15861111,38764
"109","EGE",39.642944446,-106.92211111,166747
"110","EKO",40.824777778,-115.791166668,82284
"111","ELM",42.160055554,-76.8925,69579
"112","ELP",31.80711111,-106.377,1637268
"113","ERI",42.0816666666667,-80.1762037033333,133353
"114","ESC",45.72166667,-87.09013889,15618
"115","EUG",44.122638885,-123.21472222,285997
"116","EVV",38.03861111,-87.5306481466667,184348
"117","EWR",40.694166665,-74.17013889,12571826
"118","EYW",24.555833335,-81.75958333,124924
"119","FAR",46.9172222266667,-96.81509259,209843
"120","FAT",36.77638889,-119.718134921429,174555
"121","FAY",34.99125,-78.88027778,120260
"122","FCA",48.31166667,-114.25361111,150535
"123","FLL",26.072453705,-80.1516203716667,6999805
"124","FLO",34.187083335,-79.724166665,20567
"125","FMN",36.74125,-108.229583335,NA
"126","FNL",40.4509259233333,-105.01101852,440
"127","FNT",42.965777782,-83.743666666,269206
"128","FOD",42.551805555,-94.19083333,11676
"129","FOE",38.951166664,-95.663388888,1015
"130","FRG",40.729166665,-73.414166665,149
"131","FSD",43.580416665,-96.741388885,307116
"132","FSM",35.33666667,-94.3675,74173
"133","FWA",40.97833333,-85.189861115,268659
"134","GCC",44.35013889,-105.53222222,NA
"135","GCK",37.92824074,-100.72796296,162
"136","GEG",47.619583335,-117.53402778,1470870
"137","GFK",47.94958333,-97.17625,89097
"138","GGG",32.38527778,-94.713333335,33785
"139","GJT",39.120555555,-108.52027778,57321
"140","GNV",29.68986111,-82.27375,114981
"141","GPT",30.406666665,-89.07013889,395416
"142","GPZ",47.2105555566667,-93.510185185,10246
"143","GRB",44.485388888,-88.129888888,324707
"144","GRI",40.96736111,-98.308194445,1167
"145","GRK",31.06597222,-97.828194445,NA
"146","GRR",42.8810185166667,-85.5237037066667,862573
"147","GSO",36.096666665,-79.941944445,1203049
"148","GSP",34.89777778,-82.2155555566667,616643
"149","GTF",47.483111112,-111.369722224,134770
"150","GTR",33.449305555,-88.59138889,27926
"151","GUC",38.53411111,-106.93366667,47926
"152","GYY",41.617055556,-87.414,23383
"153","HDN",40.48138889,-107.21888889,98392
"154","HIB",47.3879629633333,-92.8387037033333,12932
"155","HLN",46.606777778,-111.982833332,58567
"156","HOP",36.670694445,-87.49388889,46
"157","HOU",29.64527778,-95.27875,4319080
"158","HPN",41.067916665,-73.70763889,360590
"159","HRL",26.227944444,-97.654333332,465994
"160","HSV",34.64,-86.77527778,466701
"161","HTS",38.367611108,-82.558777778,15024
"162","IAD",38.944583335,-77.45875,5728023
"163","IAG",43.107333332,-78.945888888,167
"164","IAH",29.9837037,-95.3404629633333,13538614
"165","ICT",37.65,-97.433000004,528060
"166","IDA",43.51486111,-112.067777775,42322
"167","IFP",35.157111108,-114.560611108,4995
"168","ILE",31.08611111,-97.68652778,99815
"169","ILM",34.270055556,-77.90288889,206831
"170","IND",39.7243055575,-86.2860416675,3558147
"171","INL",48.56505556,-93.40261111,23029
"172","INT",36.134444445,-80.22375,110
"173","ISO",35.32902778,-77.61277778,131
"174","ISP",40.795972225,-73.100555555,984267
"175","ITH",42.490833335,-76.458333335,52246
"176","JAC",43.606944445,-110.73736111,116270
"177","JAN",32.3107142842857,-90.07583333,661135
"178","JAX",30.489444445,-81.68777778,2488983
"179","JFK",40.63961111,-73.778388888,6989020
"180","JLN",37.1515740733333,-94.4983333333333,18240
"181","JMS",46.92986111,-98.678194445,NA
"182","LAF",40.4120370333333,-86.93472222,7938
"183","LAN",42.7789814833333,-84.58759259,241011
"184","LAS",36.0799074066667,-115.154444443333,15689006
"185","LAW",34.56875,-98.41638889,60288
"186","LAX",33.9425347225,-118.40781250125,21242202
"187","LBB",33.6634126971429,-101.821984128571,569239
"188","LBL",37.044111112,-100.96,287
"189","LCH",30.1287962966667,-93.22564815,65752
"190","LCK",39.81388889,-82.92925926,234
"191","LEX",38.0377777766667,-84.60537037,433565
"192","LFT",30.2050462966667,-91.98763889,154916
"193","LGA",40.777777775,-73.8733333325,11190686
"194","LGB",33.8176851866667,-118.151435186667,321996
"195","LIT",34.7293055533333,-92.22634259,1212159
"196","LMT",42.1575,-121.733611114,31292
"197","LNK",40.85083333,-96.75902778,240965
"198","LRD",27.54425926,-99.4614814833333,75485
"199","LRF",34.91761111,-92.144444446,187
"200","LRU",32.290138885,-106.921805555,135
"201","LSE",43.87877778,-91.256611114,101073
