"","ORIGIN","DEST","PASSENGERS"
"1","1B1","BCT",6
"2","1B1","MIA",2
"3","1G4","BLD",26785
"4","1G4","DQS",7
"5","1G4","GCN",4
"6","1G4","L41",12
"7","ABE","ATL",63274
"8","ABE","BED",8
"9","ABE","BGR",230
"10","ABE","BHM",6
"11","ABE","BOS",2
"12","ABE","CHS",1
"13","ABE","CLE",67
"14","ABE","CLT",50292
"15","ABE","CMH",7
"16","ABE","DTW",34080
"17","ABE","FLL",9826
"18","ABE","FWA",17
"19","ABE","GPT",204
"20","ABE","GSP",64
"21","ABE","IFP",475
"22","ABE","MDT",215
"23","ABE","MEM",143
"24","ABE","MIA",119
"25","ABE","MYR",10708
"26","ABE","ORD",28697
"27","ABE","OXC",11
"28","ABE","PGD",20741
"29","ABE","PHL",26813
"30","ABE","PIE",20669
"31","ABE","SFB",60700
"32","ABE","STL",3
"33","ABE","TYS",160
"34","ABE","UTM",282
"35","ABI","DEN",140
"36","ABI","DFW",83596
"37","ABI","ENV",737
"38","ABI","IFP",387
"39","ABI","MEM",14
"40","ABI","MSY",121
"41","ABI","OAJ",4
"42","ABI","PDX",81
"43","ABQ","AEX",72
"44","ABQ","ALB",28
"45","ABQ","ALS",1162
"46","ABQ","AMA",26
"47","ABQ","ATL",133901
"48","ABQ","AUS",25106
"49","ABQ","AZA",199
"50","ABQ","BDL",53
"51","ABQ","BHM",1095
"52","ABQ","BNA",917
"53","ABQ","BOI",408
"54","ABQ","BOS",346
"55","ABQ","BUF",362
"56","ABQ","BUR",2013
"57","ABQ","BWI",67298
"58","ABQ","CHS",46
"59","ABQ","CLE",143
"60","ABQ","CLL",148
"61","ABQ","CLT",57
"62","ABQ","CMH",818
"63","ABQ","CMI",35
"64","ABQ","CNM",2010
"65","ABQ","CO1",40
"66","ABQ","COS",157
"67","ABQ","CSG",21
"68","ABQ","CVG",140
"69","ABQ","CYS",137
"70","ABQ","DAL",151234
"71","ABQ","DCA",5880
"72","ABQ","DEN",242850
"73","ABQ","DFW",275870
"74","ABQ","DSM",41
"75","ABQ","DTW",298
"76","ABQ","ECP",35
"77","ABQ","ELP",105
"78","ABQ","ENV",1111
"79","ABQ","EWR",163
"80","ABQ","FAT",316
"81","ABQ","FLL",774
"82","ABQ","FNL",616
"83","ABQ","FTY",3
"84","ABQ","GEG",438
"85","ABQ","GRR",23
"86","ABQ","HOU",110455
"87","ABQ","HRL",1
"88","ABQ","HTS",340
"89","ABQ","IAD",68
"90","ABQ","IAH",75594
"91","ABQ","IFP",593
"92","ABQ","IND",427
