"FROM","TO"
553,478
553,536
553,650
554,38
554,87
554,105
554,163
554,246
554,280
554,341
554,438
554,471
554,509
554,584
554,637
554,709
554,740
554,772
555,48
555,408
555,439
555,445
555,703
555,722
556,61
556,176
556,251
556,622
557,143
557,582
557,632
558,10
558,77
558,92
558,94
558,219
558,266
558,339
558,348
558,363
558,420
558,543
558,590
558,601
558,647
558,695
558,755
559,20
559,64
559,304
560,104
560,256
560,268
560,388
560,774
560,789
561,117
561,153
561,167
561,188
561,292
561,308
561,405
561,571
561,580
561,599
561,720
561,764
561,795
561,797
562,44
562,107
562,352
562,382
562,471
562,503
562,575
562,578
562,652
562,679
562,710
562,754
562,808
563,108
563,297
563,588
563,784
564,250
564,501
564,650
564,826
565,57
565,160
565,190
565,230
565,239
565,366
565,464
565,692
565,715
565,803
566,46
566,156
566,221
566,336
566,603
566,627
566,628
566,705
567,96
567,169
567,274
567,550
567,717
567,744
567,777
568,140
568,460
569,18
569,83
569,223
569,407
569,816
570,152
570,330
570,778
570,794
571,117
571,308
571,405
571,561
571,720
571,764
572,54
572,66
572,182
572,245
572,427
572,451
572,547
572,718
572,735
572,748
572,758
572,792
573,138
573,279
573,435
573,589
574,51
574,110
574,259
574,288
574,383
574,431
574,538
574,616
574,680
574,732
575,107
575,121
575,194
575,334
575,352
575,471
575,503
575,521
575,562
575,620
575,640
575,808
576,219
576,270
576,381
576,456
576,672
576,693
576,782
576,824
577,122
577,325
577,581
577,686
578,93
578,129
578,352
578,403
578,434
578,471
578,520
578,532
578,562
578,602
578,638
578,644
578,646
578,685
578,708
578,714
578,754
578,778
578,808
579,250
579,355
579,501
579,581
579,608
579,650
580,73
580,84
580,153
580,167
580,188
580,292
580,479
580,561
580,599
580,795
580,797
580,851
581,9
581,28
581,122
581,155
581,208
581,250
581,295
581,325
581,355
581,362
581,501
581,577
581,579
581,597
581,608
581,650
581,683
581,686
581,694
582,143
582,557
582,632
583,114
583,157
583,191
583,260
583,485
583,546
583,606
583,642
584,38
584,88
584,105
584,112
584,151
584,158
584,246
584,262
584,273
584,280
584,291
584,300
584,357
584,406
584,442
584,463
584,471
584,544
584,552
584,554
584,700
584,740
584,752
584,772
584,827
585,107
585,119
585,247
585,314
585,475
585,713
585,724
585,838
586,117
586,136
586,229
586,281
586,425
586,427
586,474
586,502
586,766
587,97
587,196
587,228
587,372
587,844
588,108
588,297
588,563
588,784
589,138
589,279
589,435
589,573
590,60
590,303
590,332
590,348
590,420
590,429
590,558
590,601
590,661
590,695
591,437
591,477
591,493
591,696
592,93
592,116
592,301
592,330
592,430
592,433
592,750
592,776
592,794
593,77
593,261
593,398
593,452
593,854
594,12
594,432
594,595
594,743
595,12
595,14
595,235
595,345
595,400
595,432
595,487
595,542
595,594
595,617
595,645
595,684
595,727
595,743
595,780
595,810
596,127
596,159
596,800
596,819
597,155
597,208
597,240
597,362
597,581
597,738
598,178
598,184
598,352
598,541
598,639
598,725
598,799
599,153
599,167
599,188
599,292
599,561
599,580
599,795
599,797
600,31
600,70
600,215
600,275
600,490
600,549
601,348
601,420
601,558
601,590
601,695
602,115
602,129
602,137
602,147
602,162
602,186
602,198
602,264
602,334
602,360
602,376
602,399
602,403
602,409
602,421
602,434
602,440
602,447
602,532
602,540
602,578
602,619
602,638
602,643
602,644
602,646
602,685
602,708
602,714
602,756
602,775
602,812
602,823
602,833
603,46
603,156
603,221
603,336
603,566
603,627
603,628
603,705
604,36
604,313
604,393
604,515
604,614
605,8
605,67
605,149
605,225
605,519
605,636
605,794
606,114
606,157
606,191
606,260
606,485
606,546
606,583
606,642
607,45
607,475
607,706
607,765
608,173
608,174
608,209
608,250
608,355
608,501
608,579
608,581
608,650
608,651
608,747
609,109
609,210
609,631
609,654
610,118
610,208
610,358
610,621
610,624
611,21
611,40
611,269
611,307
611,394
611,437
611,460
611,625
612,56
612,76
612,89
612,326
612,344
613,42
613,84
613,617
613,654
614,36
614,313
614,393
614,515
614,604
615,7
615,74
615,98
615,306
615,401
615,449
615,655
615,681
615,766
616,51
616,259
616,288
616,383
616,574
616,732
617,42
617,84
617,91
617,133
617,368
617,400
617,413
617,461
617,487
617,531
617,542
617,595
617,613
617,654
617,658
617,727
617,740
617,780
617,810
617,825
618,305
618,509
618,635
618,736
619,115
619,147
619,360
619,376
619,602
619,756
619,812
620,121
620,194
620,334
620,521
620,575
620,640
621,58
621,118
621,168
621,204
621,208
621,272
621,341
621,358
621,379
621,610
621,624
622,61
622,176
622,251
622,556
623,130
623,197
623,490
623,491
624,118
624,208
624,358
624,610
624,621
625,40
625,269
625,307
625,611
626,139
626,224
626,450
626,488
626,805
627,46
627,156
627,221
627,336
627,361
627,366
627,378
627,386
627,566
627,603
627,628
627,705
628,46
628,156
628,161
628,221
628,336
628,361
628,366
628,566
628,603
628,627
628,705
628,847
629,6
629,25
629,179
629,419
629,734
630,55
630,101
630,287
631,109
631,115
631,210
631,228
631,375
631,545
631,609
631,654
632,24
632,143
632,557
632,582
632,744
633,1
633,75
633,79
633,85
633,682
633,723
633,817
634,99
634,248
634,353
634,475
635,305
635,509
635,618
635,736
636,8
636,149
636,605
637,87
637,163
637,341
637,438
637,509
637,554
637,709
638,129
638,434
638,578
638,602
638,644
639,178
639,184
639,352
639,541
639,598
639,725
639,799
640,121
640,194
640,334
640,521
640,575
640,620
641,165
641,655
641,687
641,839
642,114
642,157
642,191
642,260
642,485
642,546
642,583
642,606
643,186
643,220
643,344
643,421
643,440
643,492
643,500
643,540
643,602
643,658
643,775
643,833
644,129
644,434
644,578
644,602
644,638
645,14
645,235
645,345
645,595
645,684
645,727
646,403
646,532
646,578
646,602
646,685
646,708
646,714
647,92
647,94
647,339
647,543
647,558
647,755
648,278
648,364
648,495
648,530
649,299
649,315
649,399
649,794
650,173
650,174
650,209
650,250
650,355
650,365
650,478
650,501
650,536
650,553
650,564
650,579
650,581
650,608
650,651
650,747
650,826
651,173
651,174
651,209
651,250
651,608
651,650
651,747
652,44
652,382
652,503
652,562
652,679
652,710
653,193
653,289
653,727
654,42
654,84
654,109
654,210
654,609
654,613
654,617
654,631
655,7
655,98
655,165
655,401
655,615
655,641
655,681
655,687
655,839
656,185
656,694
657,226
657,229
657,354
657,678
657,749
657,820
658,133
658,220
658,252
658,320
658,344
658,368
658,400
658,492
658,500
658,531
658,617
658,643
658,712
658,740
658,753
659,177
659,386
659,411
659,834
660,25
660,33
660,170
660,347
660,779
661,60
661,303
661,332
661,429
661,590
662,77
662,132
662,428
662,494
662,525
662,681
662,728
662,753
662,791
663,178
663,223
663,276
663,745
664,189
664,205
664,359
664,399
665,373
665,398
665,436
665,465
665,468
665,473
665,729
666,62
666,69
666,296
666,469
666,794
666,806
667,27
667,113
667,351
667,752
668,232
668,364
668,480
668,497
668,849
669,76
669,392
669,770
669,847
670,26
670,342
670,496
670,774
670,817
671,72
671,108
671,321
671,359
671,835
672,219
672,270
672,381
672,456
672,576
672,693
672,782
672,824
673,279
673,377
673,454
673,840
674,159
674,211
674,220
674,314
675,78
675,128
675,144
675,303
675,423
675,759
676,6
676,25
676,419
676,723
677,110
677,394
677,431
677,437
678,226
678,229
678,354
678,657
678,749
678,820
679,44
679,382
679,503
679,562
679,652
679,710
680,110
680,431
680,538
680,574
681,7
681,77
681,98
681,132
681,401
681,428
681,494
681,525
681,615
681,655
681,662
681,728
681,753
681,791
682,75
682,79
682,633
683,9
683,28
683,295
683,355
683,581
683,694
684,14
684,235
684,345
684,595
684,645
684,727
685,403
685,532
685,578
685,602
685,646
685,708
685,714
686,122
686,325
686,577
686,581
687,165
687,641
687,655
687,839
688,145
688,324
688,499
688,767
689,4
689,302
689,391
690,77
690,90
690,364
690,412
691,164
691,258
691,267
691,327
691,416
691,703
692,57
692,160
692,190
692,230
692,239
692,366
692,464
692,565
692,715
692,803
693,219
693,270
693,381
693,456
693,576
693,672
693,782
693,824
694,9
694,28
694,185
694,295
694,355
694,581
694,656
694,683
695,348
695,420
695,558
695,590
695,601
696,437
696,477
696,493
696,591
697,91
697,236
697,245
697,298
697,462
697,467
698,80
698,171
698,199
698,506
698,737
698,798
699,36
699,384
699,389
699,395
699,757
699,814
700,88
700,151
700,158
700,291
700,300
700,357
700,406
700,463
700,552
700,584
700,752
701,41
701,216
701,233
701,278
702,142
702,172
702,481
702,533
702,704
702,823
703,48
703,164
703,258
703,267
703,327
703,408
703,416
703,439
703,445
703,555
703,691
703,722
704,142
704,172
704,318
704,481
704,516
704,523
704,530
704,533
704,702
704,763
704,823
705,46
705,156
705,221
705,336
705,566
705,603
705,627
705,628
706,45
706,475
706,607
706,765
707,90
707,104
707,134
707,765
708,403
708,532
708,578
708,602
708,646
708,685
708,714
709,87
709,163
709,341
709,438
709,509
709,554
709,637
710,44
710,382
710,503
710,562
710,652
710,679
711,47
711,350
711,443
711,771
712,32
712,52
712,252
712,320
712,484
712,658
712,741
712,742
712,753
712,788
712,842
713,119
713,314
713,475
713,585
714,403
714,532
714,578
714,602
714,646
714,685
714,708
715,57
715,160
715,190
715,230
715,239
715,366
715,464
715,565
715,692
715,803
716,282
716,329
716,551
716,730
717,96
717,169
717,550
717,567
717,777
718,66
718,427
718,572
718,792
719,250
719,316
719,387
719,740
719,826
719,828
720,117
720,192
720,308
720,369
720,405
720,418
720,505
720,561
720,571
720,760
720,764
721,368
721,404
721,455
721,534
722,48
722,408
722,439
722,445
722,555
722,703
723,1
723,6
723,25
723,85
723,419
723,633
723,676
723,817
724,107
724,247
724,585
724,838
725,178
725,184
725,352
725,541
725,598
725,639
725,799
726,326
726,801
726,813
726,836
727,14
727,91
727,193
727,235
727,289
727,345
727,413
727,461
727,595
727,617
727,645
727,653
727,684
727,825
728,77
728,132
728,428
728,494
728,525
728,662
728,681
728,753
728,791
729,373
729,398
729,436
729,465
729,468
729,473
729,665
730,282
730,329
730,551
730,716
731,63
731,95
731,106
731,125
731,154
731,263
731,843
732,51
732,259
732,288
732,383
732,574
732,616
733,30
733,93
733,441
733,489
733,548
733,845
734,6
734,25
734,179
734,419
734,629
735,54
735,547
735,572
735,748
736,305
736,509
736,618
736,635
737,80
737,171
737,199
737,506
737,698
737,798
738,155
738,240
738,362
738,597
739,222
739,231
739,265
739,335
739,340
739,359
739,527
739,798
739,809
740,38
740,105
740,111
740,130
740,133
740,246
740,250
740,280
740,302
740,316
740,368
740,387
740,400
740,426
740,471
740,531
740,554
740,584
740,617
740,658
740,719
740,772
740,826
740,828
741,32
741,52
741,484
741,712
741,742
741,788
741,842
742,32
742,52
742,484
742,712
742,741
742,788
742,842
743,12
743,432
743,594
743,595
744,24
744,274
744,567
744,632
745,178
745,223
745,276
745,663
746,253
746,317
746,397
746,507
747,173
747,174
747,209
747,250
747,608
747,650
747,651
748,54
748,547
748,572
748,735
749,226
749,229
749,354
749,657
749,678
749,820
750,93
750,301
750,330
750,430
750,592
751,43
751,421
751,529
752,27
752,88
752,113
752,151
752,158
752,291
752,300
752,351
752,357
752,406
752,463
752,552
752,584
752,667
752,700
753,77
753,132
753,252
753,320
753,428
753,494
753,525
753,658
753,662
753,681
753,712
753,728
753,791
754,352
754,471
754,562
754,578
754,808
755,92
755,94
755,339
755,543
755,558
755,647
756,115
756,147
756,360
756,376
756,602
756,619
756,812
757,36
757,384
757,389
757,395
757,699
757,814
758,57
758,126
758,182
758,217
758,245
758,451
758,518
758,572
759,78
759,128
759,144
759,303
759,423
759,675
760,192
760,369
760,418
760,505
760,720
761,5
761,16
761,103
761,175
761,377
761,417
761,453
761,514
761,762
762,5
762,16
762,103
762,175
762,377
762,417
762,453
762,514
762,761
763,318
763,516
763,523
763,530
763,704
764,117
764,308
764,405
764,561
764,571
764,720
765,45
765,90
765,104
765,134
765,135
765,355
765,475
765,530
765,607
765,706
765,707
765,815
766,71
766,74
766,117
766,187
766,197
766,241
766,281
766,306
766,371
766,445
766,449
766,535
766,586
766,615
766,773
766,785
767,145
767,324
767,499
767,688
768,217
768,234
768,309
768,333
768,518
769,223
769,273
770,76
770,392
770,669
770,847
771,42
771,47
771,68
771,213
771,350
771,443
771,500
771,540
771,711
771,804
772,38
772,105
772,246
772,280
772,471
772,554
772,584
772,740
773,241
773,445
773,766
774,26
774,104
774,256
774,268
774,342
774,388
774,496
774,560
774,670
774,789
774,817
775,186
775,421
775,602
775,643
776,116
776,237
776,254
776,271
776,433
776,511
776,592
776,794
777,96
777,169
777,550
777,567
777,717
778,93
778,152
778,238
778,242
778,330
778,370
778,520
778,570
778,578
778,794
778,848
779,25
779,33
779,170
779,347
779,660
780,400
780,487
780,542
780,595
780,617
780,810
781,328
781,446
781,822
782,219
782,270
782,381
782,456
782,576
782,672
782,693
782,824
783,242
783,476
784,108
784,297
784,563
784,588
785,15
785,197
785,310
785,766
785,796
786,17
786,36
786,283
786,816
787,148
787,262
787,368
787,483
788,32
788,52
788,183
788,240
788,484
788,712
788,741
788,742
788,842
788,852
789,104
789,256
789,268
789,388
789,560
789,774
790,323
790,370
790,398
790,837
791,77
791,132
791,428
791,494
791,525
791,662
791,681
791,728
791,753
792,66
792,427
792,474
792,572
792,718
793,86
793,337
793,388
793,414
793,504
794,62
794,67
794,69
794,116
794,152
794,225
794,296
794,299
794,315
794,330
794,399
794,433
794,469
794,519
794,570
794,592
794,605
794,649
794,666
794,776
794,778
794,806
795,153
795,167
795,188
795,292
795,561
795,580
795,599
795,797
796,15
796,310
796,785
797,153
797,167
797,188
797,292
797,561
797,580
797,599
797,795
798,80
798,171
798,199
798,222
798,231
798,265
798,335
798,340
798,359
798,506
798,527
798,698
798,737
798,739
798,809
799,178
799,184
799,352
799,541
799,598
799,639
799,725
800,127
800,159
800,596
800,819
801,326
801,726
801,813
801,836
802,433
802,841
803,57
803,160
803,190
803,230
803,239
803,366
803,464
803,565
803,692
803,715
804,42
804,68
804,500
804,771
805,139
805,224
805,450
805,488
805,626
805,821
806,666
806,794
807,145
807,367
807,503
807,848
808,107
808,352
808,471
808,503
808,562
808,575
808,578
808,754
809,222
809,231
809,265
809,335
809,340
809,359
809,527
809,739
809,798
810,400
810,487
810,542
810,595
810,617
810,780
811,39
811,100
811,102
811,150
811,311
812,115
812,147
812,360
812,376
812,602
812,619
812,756
813,326
813,726
813,801
813,836
814,36
814,384
814,389
814,395
814,699
814,757
815,135
815,355
815,530
815,765
816,17
816,18
816,36
816,81
816,83
816,223
816,262
816,273
816,283
816,304
816,407
816,457
816,517
816,569
816,786
816,846
817,1
817,26
817,85
817,342
817,496
817,633
817,670
817,723
817,774
818,39
818,111
818,424
818,472
819,127
819,159
819,596
819,800
820,226
820,229
820,354
820,657
820,678
820,749
821,450
821,805
822,328
822,446
822,781
823,142
823,172
823,198
823,334
823,481
823,533
823,602
823,702
823,704
824,219
824,270
824,381
824,456
824,576
824,672
824,693
824,782
825,91
825,413
825,461
825,617
825,727
826,250
826,316
826,387
826,501
826,564
826,650
826,719
826,740
826,828
827,112
827,262
827,273
827,442
827,544
827,584
828,250
828,316
828,387
828,719
828,740
828,826
829,139
829,263
829,285
829,526
830,180
830,197
830,331
831,197
831,331
831,832
832,197
832,331
832,831
833,440
833,540
833,602
833,643
834,177
834,386
834,411
834,659
835,72
835,108
835,321
835,359
835,671
836,326
836,726
836,801
836,813
837,323
837,370
837,398
837,790
838,107
838,227
838,247
838,410
838,585
838,724
839,165
839,641
839,655
839,687
840,279
840,377
840,454
840,673
841,433
841,802
842,32
842,52
842,484
842,712
842,741
842,742
842,788
843,63
843,95
843,106
843,125
843,154
843,263
843,731
844,97
844,196
844,228
844,372
844,587
845,30
845,93
845,441
845,489
845,548
845,733
846,262
846,457
846,517
846,816
847,76
847,161
847,361
847,366
847,392
847,628
847,669
847,770
848,145
848,238
848,242
848,367
848,370
848,503
848,778
848,807
849,232
849,364
849,480
849,497
849,668
850,22
850,50
850,123
850,207
850,253
850,381
851,73
851,84
851,479
851,580
852,183
852,240
852,788
853,180
853,197
853,331
853,459
854,77
854,261
854,398
854,452
854,593
